ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p24,1,1,1,1,53.32586,57.81303,Practice,Hit,53.67035,55.27962,Centre,0,0,1.3,Infinity,1.3236,posture_decision_experiment/p24/S001/movement_head_T001.csv,posture_decision_experiment/p24/S001/movement_right_hand_T001.csv,posture_decision_experiment/p24/S001/movement_left_hand_T001.csv
p24,1,2,1,2,67.70329,68.98007,Practice,Hit,68.09222,68.68006,Centre,0,0,1,Infinity,0.928,posture_decision_experiment/p24/S001/movement_head_T002.csv,posture_decision_experiment/p24/S001/movement_right_hand_T002.csv,posture_decision_experiment/p24/S001/movement_left_hand_T002.csv
p24,1,3,1,3,77.73749,79.936,Practice,Hit,78.10381,78.26927,Centre,0,0,1.5,Infinity,0.8422,posture_decision_experiment/p24/S001/movement_head_T003.csv,posture_decision_experiment/p24/S001/movement_right_hand_T003.csv,posture_decision_experiment/p24/S001/movement_left_hand_T003.csv
p24,1,4,1,4,86.2818,86.95845,Practice,Hit,86.6718,86.69177,Centre,0,0,1,Infinity,1.2247,posture_decision_experiment/p24/S001/movement_head_T004.csv,posture_decision_experiment/p24/S001/movement_right_hand_T004.csv,posture_decision_experiment/p24/S001/movement_left_hand_T004.csv
p24,1,5,1,5,92.38185,93.23643,Practice,Hit,92.84856,92.85865,Centre,0,0,1.3,Infinity,0.8056,posture_decision_experiment/p24/S001/movement_head_T005.csv,posture_decision_experiment/p24/S001/movement_right_hand_T005.csv,posture_decision_experiment/p24/S001/movement_left_hand_T005.csv
p24,1,6,1,6,97.17102,98.53661,Practice,Hit,97.6155,97.7477,Centre,0,0,1.5,Infinity,1.1853,posture_decision_experiment/p24/S001/movement_head_T006.csv,posture_decision_experiment/p24/S001/movement_right_hand_T006.csv,posture_decision_experiment/p24/S001/movement_left_hand_T006.csv
p24,1,7,2,1,108.1931,108.5258,Baseline,FailTooEarly,,,,0,0,1,Infinity,0.7622,posture_decision_experiment/p24/S001/movement_head_T007.csv,posture_decision_experiment/p24/S001/movement_right_hand_T007.csv,posture_decision_experiment/p24/S001/movement_left_hand_T007.csv
p24,1,8,2,2,112.8604,113.9594,Baseline,Hit,113.349,113.6816,Centre,0,0,1.3,Infinity,0.9637,posture_decision_experiment/p24/S001/movement_head_T008.csv,posture_decision_experiment/p24/S001/movement_right_hand_T008.csv,posture_decision_experiment/p24/S001/movement_left_hand_T008.csv
p24,1,9,2,3,117.1939,117.5484,Baseline,FailTooEarly,,,,0,0,1.5,Infinity,0.8048,posture_decision_experiment/p24/S001/movement_head_T009.csv,posture_decision_experiment/p24/S001/movement_right_hand_T009.csv,posture_decision_experiment/p24/S001/movement_left_hand_T009.csv
p24,1,10,2,4,122.0716,123.3374,Baseline,Hit,122.4938,123.0819,Centre,0,0,1.3,Infinity,0.9981,posture_decision_experiment/p24/S001/movement_head_T010.csv,posture_decision_experiment/p24/S001/movement_right_hand_T010.csv,posture_decision_experiment/p24/S001/movement_left_hand_T010.csv
p24,1,11,2,5,126.6609,127.4265,Baseline,Hit,127.1385,127.2598,Centre,0,0,1,Infinity,0.7577,posture_decision_experiment/p24/S001/movement_head_T011.csv,posture_decision_experiment/p24/S001/movement_right_hand_T011.csv,posture_decision_experiment/p24/S001/movement_left_hand_T011.csv
p24,1,12,2,6,131.0275,132.0711,Baseline,Hit,131.3942,131.8155,Centre,0,0,1.3,Infinity,1.1765,posture_decision_experiment/p24/S001/movement_head_T012.csv,posture_decision_experiment/p24/S001/movement_right_hand_T012.csv,posture_decision_experiment/p24/S001/movement_left_hand_T012.csv
p24,1,13,2,7,137.0275,138.2268,Baseline,Hit,137.5053,138.0157,Centre,0,0,1,Infinity,1.3825,posture_decision_experiment/p24/S001/movement_head_T013.csv,posture_decision_experiment/p24/S001/movement_right_hand_T013.csv,posture_decision_experiment/p24/S001/movement_left_hand_T013.csv
p24,1,14,2,8,141.7623,142.5936,Baseline,Hit,142.2166,142.4492,Centre,0,0,1,Infinity,0.9029,posture_decision_experiment/p24/S001/movement_head_T014.csv,posture_decision_experiment/p24/S001/movement_right_hand_T014.csv,posture_decision_experiment/p24/S001/movement_left_hand_T014.csv
p24,1,15,2,9,146.4835,147.0382,Baseline,Hit,146.8502,146.8938,Centre,0,0,1,Infinity,1.4417,posture_decision_experiment/p24/S001/movement_head_T015.csv,posture_decision_experiment/p24/S001/movement_right_hand_T015.csv,posture_decision_experiment/p24/S001/movement_left_hand_T015.csv
p24,1,16,2,10,150.5168,153.2051,Baseline,Hit,150.8723,151.3273,Centre,0,0,1.5,Infinity,1.0506,posture_decision_experiment/p24/S001/movement_head_T016.csv,posture_decision_experiment/p24/S001/movement_right_hand_T016.csv,posture_decision_experiment/p24/S001/movement_left_hand_T016.csv
p24,1,17,2,11,157.0952,160.3831,Baseline,Hit,157.5732,157.8053,Centre,0,0,1.5,Infinity,1.3868,posture_decision_experiment/p24/S001/movement_head_T017.csv,posture_decision_experiment/p24/S001/movement_right_hand_T017.csv,posture_decision_experiment/p24/S001/movement_left_hand_T017.csv
p24,1,18,2,12,163.8508,164.661,Baseline,Hit,164.2284,164.4833,Centre,0,0,1,Infinity,1.0522,posture_decision_experiment/p24/S001/movement_head_T018.csv,posture_decision_experiment/p24/S001/movement_right_hand_T018.csv,posture_decision_experiment/p24/S001/movement_left_hand_T018.csv
p24,1,19,2,13,168.3622,169.6723,Baseline,Hit,168.8288,169.339,Centre,0,0,1.5,Infinity,1.0575,posture_decision_experiment/p24/S001/movement_head_T019.csv,posture_decision_experiment/p24/S001/movement_right_hand_T019.csv,posture_decision_experiment/p24/S001/movement_left_hand_T019.csv
p24,1,20,2,14,173.2734,174.2836,Baseline,Hit,173.5952,174.1169,Centre,0,0,1,Infinity,1.197,posture_decision_experiment/p24/S001/movement_head_T020.csv,posture_decision_experiment/p24/S001/movement_right_hand_T020.csv,posture_decision_experiment/p24/S001/movement_left_hand_T020.csv
p24,1,21,2,15,177.8399,179.0615,Baseline,Hit,178.2843,178.8171,Centre,0,0,1.3,Infinity,1.0928,posture_decision_experiment/p24/S001/movement_head_T021.csv,posture_decision_experiment/p24/S001/movement_right_hand_T021.csv,posture_decision_experiment/p24/S001/movement_left_hand_T021.csv
