ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p36,1,1,1,1,72.52436,80.78046,Practice,Hit,72.87997,79.95822,Centre,0,0,1,Infinity,1.2023,posture_decision_experiment/p36/S001/movement_head_T001.csv,posture_decision_experiment/p36/S001/movement_right_hand_T001.csv,posture_decision_experiment/p36/S001/movement_left_hand_T001.csv
p36,1,2,1,2,91.25044,100.7256,Practice,Hit,91.58379,95.6143,Centre,0,0,1.3,Infinity,0.8867,posture_decision_experiment/p36/S001/movement_head_T002.csv,posture_decision_experiment/p36/S001/movement_right_hand_T002.csv,posture_decision_experiment/p36/S001/movement_left_hand_T002.csv
p36,1,3,1,3,118.8746,122.5819,Practice,Hit,119.3287,121.9263,Centre,0,0,1,Infinity,0.807,posture_decision_experiment/p36/S001/movement_head_T003.csv,posture_decision_experiment/p36/S001/movement_right_hand_T003.csv,posture_decision_experiment/p36/S001/movement_left_hand_T003.csv
p36,1,4,1,4,138.296,142.6825,Practice,Hit,138.7407,139.5935,Centre,0,0,1.5,Infinity,0.7904,posture_decision_experiment/p36/S001/movement_head_T004.csv,posture_decision_experiment/p36/S001/movement_right_hand_T004.csv,posture_decision_experiment/p36/S001/movement_left_hand_T004.csv
p36,1,5,1,5,145.5408,147.7716,Practice,Hit,145.8516,146.8827,Centre,0,0,1.3,Infinity,0.8454,posture_decision_experiment/p36/S001/movement_head_T005.csv,posture_decision_experiment/p36/S001/movement_right_hand_T005.csv,posture_decision_experiment/p36/S001/movement_left_hand_T005.csv
p36,1,6,1,6,150.6968,152.9273,Practice,Hit,151.1973,151.8051,Centre,0,0,1.5,Infinity,0.9077,posture_decision_experiment/p36/S001/movement_head_T006.csv,posture_decision_experiment/p36/S001/movement_right_hand_T006.csv,posture_decision_experiment/p36/S001/movement_left_hand_T006.csv
p36,1,7,2,1,162.4523,163.661,Baseline,Hit,162.8636,163.3721,Centre,0,0,1,Infinity,1.0788,posture_decision_experiment/p36/S001/movement_head_T007.csv,posture_decision_experiment/p36/S001/movement_right_hand_T007.csv,posture_decision_experiment/p36/S001/movement_left_hand_T007.csv
p36,1,8,2,2,166.7083,168.2278,Baseline,Hit,167.0419,167.4722,Centre,0,0,1.5,Infinity,1.0267,posture_decision_experiment/p36/S001/movement_head_T008.csv,posture_decision_experiment/p36/S001/movement_right_hand_T008.csv,posture_decision_experiment/p36/S001/movement_left_hand_T008.csv
p36,1,9,2,3,171.2084,172.3057,Baseline,Hit,171.5859,171.9613,Centre,0,0,1,Infinity,0.9606,posture_decision_experiment/p36/S001/movement_head_T009.csv,posture_decision_experiment/p36/S001/movement_right_hand_T009.csv,posture_decision_experiment/p36/S001/movement_left_hand_T009.csv
p36,1,10,2,4,176.7864,178.2504,Baseline,Hit,177.1196,177.8281,Centre,0,0,1.3,Infinity,1.3346,posture_decision_experiment/p36/S001/movement_head_T010.csv,posture_decision_experiment/p36/S001/movement_right_hand_T010.csv,posture_decision_experiment/p36/S001/movement_left_hand_T010.csv
p36,1,11,2,5,182.0199,183.3839,Baseline,Hit,182.4421,183.1283,Centre,0,0,1,Infinity,1.4487,posture_decision_experiment/p36/S001/movement_head_T011.csv,posture_decision_experiment/p36/S001/movement_right_hand_T011.csv,posture_decision_experiment/p36/S001/movement_left_hand_T011.csv
p36,1,12,2,6,186.7754,188.184,Baseline,Hit,187.2528,187.8618,Centre,0,0,1,Infinity,1.0122,posture_decision_experiment/p36/S001/movement_head_T012.csv,posture_decision_experiment/p36/S001/movement_right_hand_T012.csv,posture_decision_experiment/p36/S001/movement_left_hand_T012.csv
p36,1,13,2,7,191.3208,193.0509,Baseline,Hit,191.776,192.6064,Centre,0,0,1.3,Infinity,0.8467,posture_decision_experiment/p36/S001/movement_head_T013.csv,posture_decision_experiment/p36/S001/movement_right_hand_T013.csv,posture_decision_experiment/p36/S001/movement_left_hand_T013.csv
