time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
535.2921,0.0251,1.5924,0.0549,16.9588,354.7248,0.197
535.3031,0.0252,1.5925,0.0548,16.9749,354.7676,0.2082
535.3143,0.0252,1.5925,0.0548,16.9204,354.789,0.2283
535.3254,0.0253,1.5924,0.0547,16.9355,354.7469,0.1927
535.3364,0.0253,1.5924,0.0547,16.9765,354.7699,0.1678
535.3476,0.0254,1.5924,0.0546,16.9535,354.7426,0.1685
535.3585,0.0255,1.5925,0.0546,16.9339,354.7564,0.1612
535.3695,0.0256,1.5925,0.0545,16.9489,354.7647,0.1875
535.381,0.0257,1.5925,0.0544,16.9219,354.741,0.1862
535.3928,0.0258,1.5924,0.0544,16.9585,354.7593,0.1288
535.4031,0.0259,1.5924,0.0543,16.9603,354.783,0.1858
535.414,0.026,1.5924,0.0544,16.9365,354.7546,0.1546
535.4252,0.0261,1.5924,0.0543,16.9301,354.7596,0.1411
535.4363,0.0262,1.5924,0.0543,16.9223,354.7346,0.1632
535.4473,0.0263,1.5925,0.0543,16.9453,354.7326,0.1472
535.4585,0.0264,1.5924,0.0542,16.9178,354.7459,0.1777
535.4695,0.0265,1.5924,0.0542,16.9119,354.7758,0.1781
535.4806,0.0267,1.5924,0.0542,16.9327,354.7135,0.1741
535.4924,0.0267,1.5924,0.0542,16.9211,354.751,0.1573
535.5032,0.0268,1.5923,0.0541,16.955,354.712,0.1406
535.5143,0.0269,1.5924,0.0541,16.9533,354.7437,0.1324
535.5253,0.027,1.5923,0.0541,16.963,354.6881,0.1047
535.5365,0.0271,1.5922,0.0541,16.9613,354.7704,0.1381
535.5476,0.0273,1.5922,0.0542,16.9715,354.7762,0.1338
535.5584,0.0273,1.5922,0.0542,16.962,354.7405,0.1644
535.5699,0.0274,1.5922,0.0542,16.9567,354.7372,0.1409
535.5809,0.0275,1.5922,0.0543,16.963,354.7468,0.1703
535.593,0.0276,1.5922,0.0543,17.0193,354.7703,0.1152
535.6032,0.0277,1.5922,0.0544,17.0169,354.7459,0.1195
535.6141,0.0278,1.5921,0.0545,17.0009,354.7491,0.0995
535.6256,0.028,1.5921,0.0547,17.0444,354.7235,0.079
535.6365,0.0281,1.5921,0.0549,17.0123,354.7514,0.1271
535.6475,0.0282,1.5921,0.0551,16.9845,354.7845,0.134
535.6587,0.0284,1.5921,0.0555,16.9227,354.8081,0.2166
535.6696,0.0285,1.5922,0.0559,16.9002,354.8148,0.2702
535.6808,0.0289,1.5921,0.0562,16.8472,354.7846,0.2536
535.692,0.0292,1.5919,0.0566,16.8838,354.7994,0.2733
535.7032,0.0297,1.5919,0.0572,16.9002,354.8377,0.2034
535.7137,0.0301,1.5921,0.0578,16.937,354.9006,0.1401
535.725,0.0304,1.5923,0.0585,16.9301,354.9572,0.0762
535.7365,0.0308,1.5927,0.0593,16.8588,355.126,0.059
535.7473,0.0312,1.5928,0.06,16.7175,355.2214,359.989
535.7589,0.0316,1.5928,0.0609,16.6464,355.4083,359.9266
535.77,0.032,1.5928,0.0615,16.6291,355.4995,359.8776
535.7808,0.0325,1.5928,0.0624,16.6302,355.7884,359.8617
535.7919,0.0329,1.5929,0.0634,16.6658,355.9464,359.819
535.803,0.0333,1.5932,0.0646,16.7476,356.1711,359.7416
535.814,0.0338,1.5933,0.0655,16.7215,356.3439,359.6549
535.8254,0.0342,1.5935,0.0669,16.6194,356.5625,359.4607
535.8362,0.0346,1.5939,0.0682,16.5085,356.7698,359.3695
535.8477,0.0351,1.5946,0.0699,16.4036,356.9312,359.3442
535.8588,0.0353,1.5952,0.0715,16.2654,357.068,359.3355
535.8698,0.0357,1.5956,0.0734,16.0776,357.2008,359.3534
535.8807,0.0361,1.5958,0.075,15.9599,357.2015,359.3295
535.892,0.0371,1.5959,0.077,15.7303,357.2139,359.2772
535.9029,0.0379,1.5959,0.0788,15.6253,357.2232,359.2377
535.9142,0.0387,1.5959,0.081,15.6182,357.279,359.2701
535.9252,0.0391,1.5957,0.0832,15.6671,357.2048,359.3461
535.9362,0.0394,1.5957,0.0849,15.6515,357.0517,359.5033
535.9475,0.0402,1.5957,0.0871,15.7201,356.8046,359.6829
535.9584,0.0411,1.5957,0.0888,15.692,356.5368,359.7198
535.9697,0.0424,1.5958,0.0909,15.598,356.3101,359.7986
535.9807,0.0435,1.5957,0.0924,15.5491,356.2489,359.9164
535.9919,0.0445,1.5955,0.0939,15.5322,356.1528,0.013
536.0029,0.0451,1.5953,0.0953,15.6287,356.084,0.0005
