time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
377.7989,0.0001,1.244,0.3649,67.2793,150.0205,3.3579
377.8105,0.0003,1.2439,0.3651,67.2166,150.1364,3.3752
377.8212,0.0005,1.2439,0.3654,67.1525,150.2707,3.3803
377.8323,0.0008,1.2439,0.3656,67.111,150.3849,3.3841
377.8437,0.001,1.2439,0.3657,67.1056,150.4731,3.3967
377.8554,0.0012,1.244,0.3657,67.1197,150.5354,3.3935
377.8654,0.0014,1.2441,0.3657,67.1441,150.5857,3.4147
377.8766,0.0016,1.2441,0.3658,67.1631,150.6149,3.4312
377.8876,0.0018,1.2441,0.3658,67.1674,150.6504,3.4678
377.8988,0.0018,1.2441,0.3657,67.1387,150.6604,3.4988
377.9102,0.0019,1.2441,0.3658,67.0941,150.6507,3.5103
377.9209,0.0019,1.2441,0.3657,67.0483,150.5647,3.4555
377.9323,0.0018,1.2441,0.3656,67.0194,150.3906,3.3355
377.9433,0.0018,1.2441,0.3655,67.007,150.2252,3.211
377.955,0.0018,1.2441,0.3654,67.0261,150.0753,3.0747
377.9659,0.0018,1.2441,0.3653,67.0661,150.0059,2.9834
377.9764,0.0018,1.2442,0.3651,67.1356,149.9645,2.8933
377.9878,0.0018,1.2442,0.365,67.183,149.9687,2.8798
377.9991,0.0018,1.2442,0.365,67.2175,149.9943,2.9209
378.0101,0.0018,1.2443,0.3649,67.2259,150.0463,2.9923
378.0212,0.0018,1.2443,0.365,67.1984,150.1452,3.1032
378.0326,0.0018,1.2443,0.365,67.1536,150.2384,3.1999
378.0438,0.0017,1.2444,0.3651,67.1159,150.2731,3.2393
378.0547,0.0017,1.2444,0.3651,67.086,150.2809,3.2495
378.0658,0.0016,1.2445,0.365,67.0938,150.2586,3.2255
378.0768,0.0016,1.2446,0.3649,67.1345,150.2137,3.181
378.0879,0.0016,1.2447,0.3648,67.1892,150.1944,3.175
378.099,0.0016,1.2448,0.3648,67.2457,150.1807,3.1913
378.1101,0.0016,1.2448,0.3647,67.2792,150.2051,3.2304
378.1213,0.0016,1.2449,0.3648,67.2772,150.2441,3.2757
378.1322,0.0016,1.2449,0.3648,67.2505,150.2959,3.3181
378.1432,0.0016,1.2449,0.3649,67.2193,150.3308,3.3431
378.1548,0.0016,1.2449,0.3649,67.1901,150.3696,3.3772
378.1661,0.0017,1.2448,0.365,67.1688,150.3933,3.3968
378.1769,0.0016,1.2448,0.3651,67.1545,150.4057,3.3779
378.1878,0.0016,1.2447,0.3651,67.1705,150.3816,3.3588
378.1991,0.0016,1.2446,0.3652,67.1643,150.364,3.3024
378.2101,0.0013,1.2444,0.3652,67.1505,150.2937,3.263
378.2213,0.0013,1.2443,0.3652,67.1343,150.2374,3.171
378.2321,0.0013,1.2441,0.3653,67.0928,150.1504,3.0795
378.2435,0.0013,1.244,0.3654,67.0505,150.0792,3.039
378.2548,0.0013,1.2438,0.3656,66.9772,150.0562,3.072
378.2659,0.0013,1.2436,0.366,66.8872,150.1803,3.236
378.277,0.0014,1.2432,0.3666,66.7145,150.5567,3.5925
378.288,0.0015,1.2429,0.3673,66.5018,151.0447,4.0224
378.2995,0.0016,1.2424,0.3683,66.1534,151.6837,4.6208
378.3105,0.0016,1.242,0.3693,65.7405,152.3036,5.2455
378.3215,0.0016,1.2416,0.3703,65.3825,152.8276,5.7869
