ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p23,1,1,1,1,70.21104,89.31409,Practice,Hit,70.67762,74.25803,Centre,0,0,1.5,Infinity,1.1084,posture_decision_experiment/p23/S001/movement_head_T001.csv,posture_decision_experiment/p23/S001/movement_right_hand_T001.csv,posture_decision_experiment/p23/S001/movement_left_hand_T001.csv
p23,1,2,1,2,95.8232,97.39213,Practice,Hit,96.13438,96.45877,Centre,0,0,1,Infinity,0.8398,posture_decision_experiment/p23/S001/movement_head_T002.csv,posture_decision_experiment/p23/S001/movement_right_hand_T002.csv,posture_decision_experiment/p23/S001/movement_left_hand_T002.csv
p23,1,3,1,3,106.1567,109.0592,Practice,Hit,106.6122,107.0813,Centre,0,0,1.5,Infinity,1.3587,posture_decision_experiment/p23/S001/movement_head_T003.csv,posture_decision_experiment/p23/S001/movement_right_hand_T003.csv,posture_decision_experiment/p23/S001/movement_left_hand_T003.csv
p23,1,4,1,4,113.7793,115.7038,Practice,Hit,114.2017,114.6483,Centre,0,0,1,Infinity,1.3089,posture_decision_experiment/p23/S001/movement_head_T004.csv,posture_decision_experiment/p23/S001/movement_right_hand_T004.csv,posture_decision_experiment/p23/S001/movement_left_hand_T004.csv
p23,1,5,1,5,120.1126,122.193,Practice,Hit,120.5908,120.9707,Centre,0,0,1.3,Infinity,1.2724,posture_decision_experiment/p23/S001/movement_head_T005.csv,posture_decision_experiment/p23/S001/movement_right_hand_T005.csv,posture_decision_experiment/p23/S001/movement_left_hand_T005.csv
p23,1,6,1,6,126.1683,128.2932,Practice,Hit,126.624,127.0042,Centre,0,0,1.3,Infinity,0.9778,posture_decision_experiment/p23/S001/movement_head_T006.csv,posture_decision_experiment/p23/S001/movement_right_hand_T006.csv,posture_decision_experiment/p23/S001/movement_left_hand_T006.csv
p23,1,7,2,1,164.1362,166.8944,Baseline,Hit,164.4805,164.961,Centre,0,0,1.5,Infinity,1.2058,posture_decision_experiment/p23/S001/movement_head_T007.csv,posture_decision_experiment/p23/S001/movement_right_hand_T007.csv,posture_decision_experiment/p23/S001/movement_left_hand_T007.csv
p23,1,8,2,2,170.8587,172.2168,Baseline,Hit,171.2698,171.5168,Centre,0,0,1.3,Infinity,1.2743,posture_decision_experiment/p23/S001/movement_head_T008.csv,posture_decision_experiment/p23/S001/movement_right_hand_T008.csv,posture_decision_experiment/p23/S001/movement_left_hand_T008.csv
p23,1,9,2,3,175.6258,176.9726,Baseline,Hit,175.9594,176.3281,Centre,0,0,1.3,Infinity,0.8877,posture_decision_experiment/p23/S001/movement_head_T009.csv,posture_decision_experiment/p23/S001/movement_right_hand_T009.csv,posture_decision_experiment/p23/S001/movement_left_hand_T009.csv
p23,1,10,2,4,181.3919,183.1061,Baseline,Hit,181.8034,182.1061,Centre,0,0,1.5,Infinity,0.9996,posture_decision_experiment/p23/S001/movement_head_T010.csv,posture_decision_experiment/p23/S001/movement_right_hand_T010.csv,posture_decision_experiment/p23/S001/movement_left_hand_T010.csv
p23,1,11,2,5,187.2256,188.4063,Baseline,Hit,187.6368,187.884,Centre,0,0,1.3,Infinity,1.4141,posture_decision_experiment/p23/S001/movement_head_T011.csv,posture_decision_experiment/p23/S001/movement_right_hand_T011.csv,posture_decision_experiment/p23/S001/movement_left_hand_T011.csv
p23,1,12,2,6,191.7705,192.7509,Baseline,Hit,192.0929,192.2064,Centre,0,0,1.3,Infinity,0.8557,posture_decision_experiment/p23/S001/movement_head_T012.csv,posture_decision_experiment/p23/S001/movement_right_hand_T012.csv,posture_decision_experiment/p23/S001/movement_left_hand_T012.csv
p23,1,13,2,7,196.3484,197.4288,Baseline,Hit,196.7708,196.8065,Centre,0,0,1.3,Infinity,0.9433,posture_decision_experiment/p23/S001/movement_head_T013.csv,posture_decision_experiment/p23/S001/movement_right_hand_T013.csv,posture_decision_experiment/p23/S001/movement_left_hand_T013.csv
