ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p10,1,1,1,1,25.06362,55.46851,Practice,Hit,25.45305,25.82308,Centre,0,0,1.5,Infinity,0.9837,posture_decision_experiment/p10/S001/movement_head_T001.csv,posture_decision_experiment/p10/S001/movement_right_hand_T001.csv,posture_decision_experiment/p10/S001/movement_left_hand_T001.csv
p10,1,2,1,2,82.26505,89.24741,Practice,Hit,82.5873,84.02502,Centre,0,0,1,Infinity,1.3573,posture_decision_experiment/p10/S001/movement_head_T002.csv,posture_decision_experiment/p10/S001/movement_right_hand_T002.csv,posture_decision_experiment/p10/S001/movement_left_hand_T002.csv
p10,1,3,1,3,94.36562,105.4035,Practice,Hit,94.74333,98.11438,Centre,0,0,1.3,Infinity,0.8113,posture_decision_experiment/p10/S001/movement_head_T003.csv,posture_decision_experiment/p10/S001/movement_right_hand_T003.csv,posture_decision_experiment/p10/S001/movement_left_hand_T003.csv
p10,1,4,1,4,109.8883,110.0814,Practice,FailTooEarly,,,,0,0,1.5,Infinity,0.7885,posture_decision_experiment/p10/S001/movement_head_T004.csv,posture_decision_experiment/p10/S001/movement_right_hand_T004.csv,posture_decision_experiment/p10/S001/movement_left_hand_T004.csv
p10,1,5,1,5,114.778,119.0484,Practice,Hit,115.1117,117.615,Centre,0,0,1.3,Infinity,0.8041,posture_decision_experiment/p10/S001/movement_head_T005.csv,posture_decision_experiment/p10/S001/movement_right_hand_T005.csv,posture_decision_experiment/p10/S001/movement_left_hand_T005.csv
p10,1,6,1,6,123.3462,126.8487,Practice,Hit,123.7347,125.9264,Centre,0,0,1,Infinity,1.142,posture_decision_experiment/p10/S001/movement_head_T006.csv,posture_decision_experiment/p10/S001/movement_right_hand_T006.csv,posture_decision_experiment/p10/S001/movement_left_hand_T006.csv
p10,1,7,2,1,137.7906,138.9157,Baseline,Hit,138.1573,138.5379,Centre,0,0,1,Infinity,1.4588,posture_decision_experiment/p10/S001/movement_head_T007.csv,posture_decision_experiment/p10/S001/movement_right_hand_T007.csv,posture_decision_experiment/p10/S001/movement_left_hand_T007.csv
p10,1,8,2,2,145.3241,146.816,Baseline,Hit,145.7576,146.3493,Centre,0,0,1.3,Infinity,1.0521,posture_decision_experiment/p10/S001/movement_head_T008.csv,posture_decision_experiment/p10/S001/movement_right_hand_T008.csv,posture_decision_experiment/p10/S001/movement_left_hand_T008.csv
p10,1,9,2,3,151.0689,152.1606,Baseline,Hit,151.4577,151.8162,Centre,0,0,1.3,Infinity,1.378,posture_decision_experiment/p10/S001/movement_head_T009.csv,posture_decision_experiment/p10/S001/movement_right_hand_T009.csv,posture_decision_experiment/p10/S001/movement_left_hand_T009.csv
p10,1,10,2,4,156.2912,157.1608,Baseline,Hit,156.6137,156.7274,Centre,0,0,1.3,Infinity,1.3797,posture_decision_experiment/p10/S001/movement_head_T010.csv,posture_decision_experiment/p10/S001/movement_right_hand_T010.csv,posture_decision_experiment/p10/S001/movement_left_hand_T010.csv
