ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p6,1,1,1,1,44.14409,51.81284,Practice,Hit,44.55536,49.91277,Centre,0,0,1.5,Infinity,1.031,posture_decision_experiment/p6/S001/movement_head_T001.csv,posture_decision_experiment/p6/S001/movement_right_hand_T001.csv,posture_decision_experiment/p6/S001/movement_left_hand_T001.csv
p6,1,2,1,2,67.46813,72.8802,Practice,Hit,67.93427,68.95786,Centre,0,0,1.5,Infinity,1.1422,posture_decision_experiment/p6/S001/movement_head_T002.csv,posture_decision_experiment/p6/S001/movement_right_hand_T002.csv,posture_decision_experiment/p6/S001/movement_left_hand_T002.csv
p6,1,3,1,3,78.91247,80.16933,Practice,Hit,79.31243,79.85822,Centre,0,0,1,Infinity,0.9121,posture_decision_experiment/p6/S001/movement_head_T003.csv,posture_decision_experiment/p6/S001/movement_right_hand_T003.csv,posture_decision_experiment/p6/S001/movement_left_hand_T003.csv
p6,1,4,1,4,83.63441,83.95835,Practice,FailTooEarly,,,,0,0,1.3,Infinity,0.762,posture_decision_experiment/p6/S001/movement_head_T004.csv,posture_decision_experiment/p6/S001/movement_right_hand_T004.csv,posture_decision_experiment/p6/S001/movement_left_hand_T004.csv
p6,1,5,1,5,87.93525,88.92519,Practice,Hit,88.39079,88.4585,Centre,0,0,1,Infinity,0.8416,posture_decision_experiment/p6/S001/movement_head_T005.csv,posture_decision_experiment/p6/S001/movement_right_hand_T005.csv,posture_decision_experiment/p6/S001/movement_left_hand_T005.csv
p6,1,6,1,6,91.77945,93.25866,Practice,Hit,92.08481,92.60308,Centre,0,0,1.3,Infinity,0.8389,posture_decision_experiment/p6/S001/movement_head_T006.csv,posture_decision_experiment/p6/S001/movement_right_hand_T006.csv,posture_decision_experiment/p6/S001/movement_left_hand_T006.csv
p6,1,7,2,1,102.9915,109.737,Baseline,Hit,103.3019,109.0147,Centre,0,0,1.3,Infinity,1.2599,posture_decision_experiment/p6/S001/movement_head_T007.csv,posture_decision_experiment/p6/S001/movement_right_hand_T007.csv,posture_decision_experiment/p6/S001/movement_left_hand_T007.csv
p6,1,8,2,2,112.9907,113.3371,Baseline,FailTooEarly,,,,0,0,1,Infinity,1.2345,posture_decision_experiment/p6/S001/movement_head_T008.csv,posture_decision_experiment/p6/S001/movement_right_hand_T008.csv,posture_decision_experiment/p6/S001/movement_left_hand_T008.csv
p6,1,9,2,3,116.3131,117.9373,Baseline,Hit,116.7802,117.5484,Centre,0,0,1,Infinity,0.9053,posture_decision_experiment/p6/S001/movement_head_T009.csv,posture_decision_experiment/p6/S001/movement_right_hand_T009.csv,posture_decision_experiment/p6/S001/movement_left_hand_T009.csv
p6,1,10,2,4,120.8689,122.0596,Baseline,Hit,121.2247,121.2707,Centre,0,0,1.3,Infinity,0.9184,posture_decision_experiment/p6/S001/movement_head_T010.csv,posture_decision_experiment/p6/S001/movement_right_hand_T010.csv,posture_decision_experiment/p6/S001/movement_left_hand_T010.csv
p6,1,11,2,5,125.0135,128.1154,Baseline,Hit,125.369,125.8264,Centre,0,0,1.5,Infinity,0.9359,posture_decision_experiment/p6/S001/movement_head_T011.csv,posture_decision_experiment/p6/S001/movement_right_hand_T011.csv,posture_decision_experiment/p6/S001/movement_left_hand_T011.csv
p6,1,12,2,6,131.9916,133.26,Baseline,Hit,132.4809,133.0044,Centre,0,0,1.3,Infinity,1.1654,posture_decision_experiment/p6/S001/movement_head_T012.csv,posture_decision_experiment/p6/S001/movement_right_hand_T012.csv,posture_decision_experiment/p6/S001/movement_left_hand_T012.csv
p6,1,13,2,7,136.3919,138.2157,Baseline,Hit,136.8361,136.9157,Centre,0,0,1.5,Infinity,1.1145,posture_decision_experiment/p6/S001/movement_head_T013.csv,posture_decision_experiment/p6/S001/movement_right_hand_T013.csv,posture_decision_experiment/p6/S001/movement_left_hand_T013.csv
p6,1,14,2,8,141.0135,142.0492,Baseline,Hit,141.4472,141.7603,Centre,0,0,1,Infinity,0.7811,posture_decision_experiment/p6/S001/movement_head_T014.csv,posture_decision_experiment/p6/S001/movement_right_hand_T014.csv,posture_decision_experiment/p6/S001/movement_left_hand_T014.csv
p6,1,15,2,9,145.1026,146.2271,Baseline,Hit,145.5031,146.0049,Centre,0,0,1,Infinity,1.0332,posture_decision_experiment/p6/S001/movement_head_T015.csv,posture_decision_experiment/p6/S001/movement_right_hand_T015.csv,posture_decision_experiment/p6/S001/movement_left_hand_T015.csv
p6,1,16,2,10,149.9476,151.1273,Baseline,Hit,150.3589,150.8939,Centre,0,0,1,Infinity,1.283,posture_decision_experiment/p6/S001/movement_head_T016.csv,posture_decision_experiment/p6/S001/movement_right_hand_T016.csv,posture_decision_experiment/p6/S001/movement_left_hand_T016.csv
p6,1,17,2,11,154.5145,155.783,Baseline,Hit,154.8812,155.0052,Centre,0,0,1.3,Infinity,0.8536,posture_decision_experiment/p6/S001/movement_head_T017.csv,posture_decision_experiment/p6/S001/movement_right_hand_T017.csv,posture_decision_experiment/p6/S001/movement_left_hand_T017.csv
p6,1,18,2,12,158.9145,159.7831,Baseline,Hit,159.2478,159.2497,Centre,0,0,1,Infinity,1.1185,posture_decision_experiment/p6/S001/movement_head_T018.csv,posture_decision_experiment/p6/S001/movement_right_hand_T018.csv,posture_decision_experiment/p6/S001/movement_left_hand_T018.csv
p6,1,19,2,13,164.9925,169.0167,Baseline,Hit,165.3929,166.0166,Centre,0,0,1.5,Infinity,1.0205,posture_decision_experiment/p6/S001/movement_head_T019.csv,posture_decision_experiment/p6/S001/movement_right_hand_T019.csv,posture_decision_experiment/p6/S001/movement_left_hand_T019.csv
