time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
108.661,0.0117,1.6549,0.1254,7.1739,1.083,356.5656
108.6725,0.0116,1.6549,0.1253,7.0422,1.1865,356.5889
108.6833,0.0114,1.655,0.1252,7.024,1.1882,356.6328
108.6943,0.0113,1.6549,0.1253,6.9897,1.1656,356.6596
108.7054,0.0112,1.6549,0.1253,6.964,1.1507,356.7097
108.7164,0.0109,1.6549,0.1253,6.932,1.1074,356.6501
108.7274,0.0108,1.6549,0.1254,6.875,1.0493,356.6543
108.7387,0.0106,1.655,0.1254,6.8583,0.9749,356.6604
108.7495,0.0103,1.6549,0.1255,6.8519,0.9134,356.6361
108.7607,0.0101,1.6548,0.1256,6.8272,0.8617,356.6519
108.7721,0.01,1.6548,0.1257,6.8381,0.7472,356.6505
108.7833,0.0098,1.6548,0.1258,6.8503,0.6525,356.6782
108.7943,0.0096,1.6548,0.1259,6.8242,0.6312,356.7289
108.8054,0.0094,1.6547,0.126,6.8061,0.5714,356.7947
108.8168,0.0093,1.6547,0.1261,6.7933,0.5566,356.893
108.8275,0.0092,1.6546,0.1262,6.8237,0.5033,356.9409
108.8388,0.0091,1.6545,0.1263,6.8559,0.499,357.0472
108.8499,0.0089,1.6543,0.1263,6.9218,0.4711,357.1126
108.8608,0.0087,1.6544,0.1264,6.9497,0.4104,357.1706
108.8719,0.0087,1.6543,0.1265,6.9349,0.3877,357.2104
108.8829,0.0086,1.6543,0.1265,6.9895,0.4006,357.2895
108.8939,0.0086,1.6542,0.1265,7.0001,0.3484,357.2701
108.9052,0.0085,1.6541,0.1265,7.0428,0.3658,357.3127
108.9165,0.0084,1.6541,0.1265,7.095,0.3748,357.3507
108.9275,0.0083,1.6541,0.1265,7.1674,0.3838,357.2628
108.9386,0.0083,1.6541,0.1265,7.1464,0.3615,357.3264
108.9496,0.0082,1.6543,0.1265,7.1137,0.3914,357.3637
108.961,0.0082,1.6543,0.1266,7.1041,0.4247,357.3436
108.972,0.0081,1.6543,0.1266,7.122,0.3914,357.4225
108.9829,0.0079,1.6544,0.1266,7.0619,0.3775,357.3943
108.9939,0.0079,1.6543,0.1267,7.0488,0.363,357.4077
109.005,0.0078,1.6542,0.1268,7.0677,0.3543,357.4264
109.0164,0.0078,1.6542,0.1269,7.0765,0.3771,357.4386
109.0276,0.0078,1.6541,0.1269,7.1149,0.3627,357.4381
109.0388,0.0077,1.6542,0.127,7.1466,0.4101,357.4827
109.0497,0.0076,1.6541,0.1271,7.1579,0.3627,357.5234
109.0608,0.0076,1.6541,0.1272,7.1967,0.3831,357.5221
109.0721,0.0077,1.654,0.1273,7.2272,0.3567,357.5659
109.0832,0.0077,1.6539,0.1274,7.1807,0.4269,357.5753
109.0941,0.0077,1.6539,0.1274,7.2331,0.4549,357.5837
109.1051,0.0077,1.6538,0.1276,7.2811,0.4414,357.5104
109.1162,0.0078,1.6539,0.1276,7.3157,0.4488,357.4837
109.1274,0.0078,1.6539,0.1277,7.3707,0.5101,357.4594
109.1385,0.0078,1.6539,0.1278,7.4205,0.52,357.4234
109.1499,0.0077,1.6539,0.1278,7.443,0.5236,357.414
109.1612,0.0078,1.6539,0.1279,7.4094,0.5775,357.4021
109.1722,0.0077,1.654,0.1279,7.402,0.5783,357.4455
109.1829,0.0078,1.6541,0.1279,7.3928,0.5683,357.4323
109.1942,0.0078,1.6542,0.1279,7.3732,0.5883,357.3837
109.2053,0.0079,1.6543,0.128,7.3575,0.6078,357.4189
109.2163,0.0079,1.6542,0.128,7.2792,0.6495,357.3914
109.2277,0.0079,1.6542,0.128,7.2952,0.6682,357.3878
109.2388,0.0078,1.6541,0.128,7.2635,0.7244,357.3595
109.2499,0.0078,1.6542,0.1281,7.2891,0.7173,357.3705
109.2612,0.0078,1.6541,0.1281,7.3227,0.716,357.4111
109.2722,0.0078,1.6541,0.1281,7.294,0.738,357.4058
109.2834,0.0078,1.6541,0.128,7.3492,0.7372,357.3679
109.2944,0.0077,1.6542,0.1281,7.2788,0.7078,357.3409
109.3055,0.0078,1.6542,0.128,7.3088,0.7809,357.3815
109.3167,0.0077,1.6542,0.128,7.3178,0.7849,357.3556
109.3276,0.0077,1.6542,0.128,7.3088,0.816,357.3861
109.3387,0.0077,1.6542,0.128,7.3133,0.8414,357.4189
109.3498,0.0076,1.6541,0.128,7.2866,0.8461,357.4357
109.361,0.0075,1.6541,0.1281,7.3253,0.8947,357.4211
109.3721,0.0075,1.6541,0.128,7.317,0.8914,357.4366
109.3829,0.0075,1.6541,0.1281,7.3086,0.8889,357.4306
109.3942,0.0075,1.654,0.128,7.3125,0.9009,357.4543
109.4054,0.0075,1.6539,0.128,7.3401,0.8867,357.4162
109.4168,0.0075,1.6539,0.128,7.379,0.9106,357.3683
109.4275,0.0074,1.6539,0.1281,7.3827,0.946,357.3939
109.4387,0.0074,1.6539,0.128,7.4175,0.9491,357.3623
109.45,0.0074,1.6538,0.128,7.4274,0.9825,357.3993
109.461,0.0073,1.6538,0.1281,7.4586,1.0225,357.4193
109.472,0.0073,1.6538,0.128,7.4844,1.0165,357.4329
109.4839,0.0071,1.6538,0.1281,7.5113,1.0512,357.4717
109.4943,0.0071,1.6538,0.1281,7.5362,1.0369,357.4587
109.5053,0.0071,1.6537,0.1281,7.4925,1.0464,357.4781
109.5164,0.007,1.6537,0.1281,7.5118,1.0287,357.4462
109.5272,0.0069,1.6537,0.1282,7.5048,1.0365,357.4403
109.5386,0.0069,1.6536,0.1282,7.536,1.0341,357.464
109.5498,0.007,1.6536,0.1282,7.5798,1.0101,357.4804
109.5609,0.0069,1.6535,0.1282,7.6028,1.0173,357.4261
109.5723,0.0069,1.6536,0.1283,7.6479,0.9859,357.4149
109.583,0.0069,1.6536,0.1283,7.6298,0.9925,357.438
109.5941,0.007,1.6537,0.1283,7.6342,1.0131,357.4294
109.6054,0.007,1.6537,0.1283,7.5791,1.0563,357.5033
109.6173,0.0071,1.6537,0.1284,7.5744,1.0452,357.4761
109.6274,0.007,1.6537,0.1283,7.5657,1.0365,357.4476
109.6385,0.007,1.6537,0.1284,7.58,1.0776,357.4483
109.6499,0.0071,1.6537,0.1284,7.5351,1.0706,357.4137
109.6611,0.0071,1.6538,0.1285,7.5092,1.0843,357.4223
109.672,0.0071,1.6538,0.1285,7.5386,1.106,357.4184
109.6833,0.0071,1.6538,0.1286,7.4746,1.1326,357.4258
109.6942,0.0072,1.6539,0.1286,7.4496,1.1669,357.4428
109.7054,0.0072,1.6538,0.1287,7.4692,1.1306,357.3854
109.7166,0.0072,1.6537,0.1287,7.4953,1.1977,357.4041
109.7277,0.0073,1.6537,0.1288,7.4669,1.1565,357.3771
109.7388,0.0073,1.6537,0.1288,7.4919,1.1731,357.3535
109.7502,0.0073,1.6537,0.1289,7.5528,1.152,357.3456
109.7612,0.0073,1.6537,0.129,7.4885,1.1499,357.355
109.7723,0.0074,1.6536,0.1291,7.5653,1.151,357.3295
109.7831,0.0074,1.6537,0.1292,7.5733,1.1437,357.3049
109.7943,0.0075,1.6536,0.1292,7.5506,1.1712,357.3088
109.8055,0.0075,1.6536,0.1293,7.6085,1.1051,357.2667
109.8167,0.0076,1.6536,0.1294,7.6141,1.133,357.2543
109.8277,0.0075,1.6535,0.1295,7.6389,1.1379,357.2761
109.8388,0.0076,1.6536,0.1295,7.661,1.1536,357.2276
109.8499,0.0076,1.6535,0.1297,7.7039,1.1117,357.276
109.8612,0.0077,1.6536,0.1297,7.6986,1.1425,357.253
109.8721,0.0077,1.6534,0.1298,7.7373,1.156,357.2498
109.8832,0.0078,1.6535,0.1299,7.712,1.1584,357.2831
