time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
202.8683,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.8797,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.8903,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9013,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9123,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9237,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9348,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9458,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.957,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9681,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9791,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
202.9904,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0013,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0236,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0345,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0458,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0569,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0679,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0792,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.0904,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1013,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1349,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1459,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1573,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.168,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1791,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.1902,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2015,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2129,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2239,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2345,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2457,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2568,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.268,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2792,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.2906,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3012,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3236,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3348,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3458,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3567,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3679,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3793,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.3905,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4013,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4125,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4245,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4351,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4459,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.457,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.468,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4791,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.4902,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5014,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5244,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.535,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5461,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5572,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5681,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5793,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.5904,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6014,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6123,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6235,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6348,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6458,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.657,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6679,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6791,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.6902,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7014,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7126,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7247,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7351,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7457,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7571,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7679,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7793,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.7909,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8016,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8125,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8237,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8348,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8462,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8569,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8687,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8793,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.8902,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9013,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9123,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9234,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.935,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9459,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9571,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.968,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9792,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
203.9904,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0013,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0236,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0347,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0461,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0571,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0683,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0794,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.0902,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1014,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1122,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1232,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1351,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1461,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1571,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.168,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1794,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.1904,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2014,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2236,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2348,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.246,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2568,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2681,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2791,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.2904,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3015,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3125,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3235,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3348,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3457,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.357,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3681,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3792,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.3903,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.4014,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.4124,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.4236,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.435,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
204.446,-0.1756,0.0377,0.952,317.4534,34.0834,13.4261
