ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p5,1,1,1,1,48.53039,52.32396,Practice,Hit,48.97435,51.55727,Centre,0,0,1,Infinity,1.4287,posture_decision_experiment/p5/S001/movement_head_T001.csv,posture_decision_experiment/p5/S001/movement_right_hand_T001.csv,posture_decision_experiment/p5/S001/movement_left_hand_T001.csv
p5,1,2,1,2,55.53024,57.12412,Practice,Hit,55.98611,56.37965,Centre,0,0,1.3,Infinity,0.792,posture_decision_experiment/p5/S001/movement_head_T002.csv,posture_decision_experiment/p5/S001/movement_right_hand_T002.csv,posture_decision_experiment/p5/S001/movement_left_hand_T002.csv
p5,1,3,1,3,66.8306,67.00223,Practice,FailTooEarly,,,,0,0,1.5,Infinity,1.0067,posture_decision_experiment/p5/S001/movement_head_T003.csv,posture_decision_experiment/p5/S001/movement_right_hand_T003.csv,posture_decision_experiment/p5/S001/movement_left_hand_T003.csv
p5,1,4,1,4,84.74258,85.78063,Practice,Hit,85.06487,85.51396,Centre,0,0,1,Infinity,0.8648,posture_decision_experiment/p5/S001/movement_head_T004.csv,posture_decision_experiment/p5/S001/movement_right_hand_T004.csv,posture_decision_experiment/p5/S001/movement_left_hand_T004.csv
p5,1,5,1,5,91.60954,93.09199,Practice,Hit,92.10938,92.14751,Centre,0,0,1.5,Infinity,1.0698,posture_decision_experiment/p5/S001/movement_head_T005.csv,posture_decision_experiment/p5/S001/movement_right_hand_T005.csv,posture_decision_experiment/p5/S001/movement_left_hand_T005.csv
p5,1,6,1,6,107.7211,107.8369,Practice,FailTooEarly,,,,0,0,1.3,Infinity,1.2181,posture_decision_experiment/p5/S001/movement_head_T006.csv,posture_decision_experiment/p5/S001/movement_right_hand_T006.csv,posture_decision_experiment/p5/S001/movement_left_hand_T006.csv
p5,1,7,2,1,126.9548,127.3376,Baseline,FailTooEarly,,,,0,0,1,Infinity,0.9266,posture_decision_experiment/p5/S001/movement_head_T007.csv,posture_decision_experiment/p5/S001/movement_right_hand_T007.csv,posture_decision_experiment/p5/S001/movement_left_hand_T007.csv
p5,1,8,2,2,141.4772,142.2603,Baseline,Hit,141.8776,141.9825,Centre,0,0,1,Infinity,1.1041,posture_decision_experiment/p5/S001/movement_head_T008.csv,posture_decision_experiment/p5/S001/movement_right_hand_T008.csv,posture_decision_experiment/p5/S001/movement_left_hand_T008.csv
p5,1,9,2,3,146.0664,146.8049,Baseline,Hit,146.3995,146.5493,Centre,0,0,1.3,Infinity,0.8972,posture_decision_experiment/p5/S001/movement_head_T009.csv,posture_decision_experiment/p5/S001/movement_right_hand_T009.csv,posture_decision_experiment/p5/S001/movement_left_hand_T009.csv
p5,1,10,2,4,150.211,150.5606,Baseline,FailTooEarly,,,,0,0,1,Infinity,0.9375,posture_decision_experiment/p5/S001/movement_head_T010.csv,posture_decision_experiment/p5/S001/movement_right_hand_T010.csv,posture_decision_experiment/p5/S001/movement_left_hand_T010.csv
p5,1,11,2,5,154.0003,154.3163,Baseline,FailTooEarly,,,,0,0,1.5,Infinity,0.7549,posture_decision_experiment/p5/S001/movement_head_T011.csv,posture_decision_experiment/p5/S001/movement_right_hand_T011.csv,posture_decision_experiment/p5/S001/movement_left_hand_T011.csv
p5,1,12,2,6,160.4113,160.6942,Baseline,FailTooEarly,,,,0,0,1,Infinity,0.941,posture_decision_experiment/p5/S001/movement_head_T012.csv,posture_decision_experiment/p5/S001/movement_right_hand_T012.csv,posture_decision_experiment/p5/S001/movement_left_hand_T012.csv
p5,1,13,2,7,172.323,172.6613,Baseline,FailTooEarly,,,,0,0,1.5,Infinity,1.4572,posture_decision_experiment/p5/S001/movement_head_T013.csv,posture_decision_experiment/p5/S001/movement_right_hand_T013.csv,posture_decision_experiment/p5/S001/movement_left_hand_T013.csv
p5,1,14,2,8,188.0893,188.3729,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,0.7853,posture_decision_experiment/p5/S001/movement_head_T014.csv,posture_decision_experiment/p5/S001/movement_right_hand_T014.csv,posture_decision_experiment/p5/S001/movement_left_hand_T014.csv
p5,1,15,2,9,191.9894,195.5621,Baseline,Hit,192.4564,195.2954,Centre,0,0,1.3,Infinity,0.9665,posture_decision_experiment/p5/S001/movement_head_T015.csv,posture_decision_experiment/p5/S001/movement_right_hand_T015.csv,posture_decision_experiment/p5/S001/movement_left_hand_T015.csv
p5,1,16,2,10,199.5233,199.9733,Baseline,FailTooEarly,,,,0,0,1,Infinity,1.3201,posture_decision_experiment/p5/S001/movement_head_T016.csv,posture_decision_experiment/p5/S001/movement_right_hand_T016.csv,posture_decision_experiment/p5/S001/movement_left_hand_T016.csv
p5,1,17,2,11,202.8683,204.4512,Baseline,Hit,203.3458,204.3179,Centre,0,0,1,Infinity,0.8011,posture_decision_experiment/p5/S001/movement_head_T017.csv,posture_decision_experiment/p5/S001/movement_right_hand_T017.csv,posture_decision_experiment/p5/S001/movement_left_hand_T017.csv
p5,1,18,2,12,208.2679,209.1959,Baseline,Hit,208.7122,209.0181,Centre,0,0,1,Infinity,1.2256,posture_decision_experiment/p5/S001/movement_head_T018.csv,posture_decision_experiment/p5/S001/movement_right_hand_T018.csv,posture_decision_experiment/p5/S001/movement_left_hand_T018.csv
p5,1,19,2,13,212.7019,213.6849,Baseline,Hit,213.1792,213.4627,Centre,0,0,1.3,Infinity,0.8618,posture_decision_experiment/p5/S001/movement_head_T019.csv,posture_decision_experiment/p5/S001/movement_right_hand_T019.csv,posture_decision_experiment/p5/S001/movement_left_hand_T019.csv
p5,1,20,2,14,217.2016,217.7295,Baseline,Hit,217.5126,217.585,Centre,0,0,1,Infinity,1.0084,posture_decision_experiment/p5/S001/movement_head_T020.csv,posture_decision_experiment/p5/S001/movement_right_hand_T020.csv,posture_decision_experiment/p5/S001/movement_left_hand_T020.csv
p5,1,21,2,15,221.4908,223.5963,Baseline,Hit,221.9132,221.9963,Centre,0,0,1.5,Infinity,0.8141,posture_decision_experiment/p5/S001/movement_head_T021.csv,posture_decision_experiment/p5/S001/movement_right_hand_T021.csv,posture_decision_experiment/p5/S001/movement_left_hand_T021.csv
p5,1,22,2,16,227.1584,227.7631,Baseline,Hit,227.558,227.6076,Centre,0,0,1,Infinity,1.0701,posture_decision_experiment/p5/S001/movement_head_T022.csv,posture_decision_experiment/p5/S001/movement_right_hand_T022.csv,posture_decision_experiment/p5/S001/movement_left_hand_T022.csv
p5,1,23,2,17,231.3354,232.1744,Baseline,Hit,231.6911,231.8522,Centre,0,0,1.5,Infinity,1.0182,posture_decision_experiment/p5/S001/movement_head_T023.csv,posture_decision_experiment/p5/S001/movement_right_hand_T023.csv,posture_decision_experiment/p5/S001/movement_left_hand_T023.csv
p5,1,24,2,18,236.1577,236.9968,Baseline,Hit,236.4911,236.6634,Centre,0,0,1.5,Infinity,1.4336,posture_decision_experiment/p5/S001/movement_head_T024.csv,posture_decision_experiment/p5/S001/movement_right_hand_T024.csv,posture_decision_experiment/p5/S001/movement_left_hand_T024.csv
p5,1,25,2,19,240.6802,242.0747,Baseline,Hit,241.0804,241.1969,Centre,0,0,1.5,Infinity,1.1706,posture_decision_experiment/p5/S001/movement_head_T025.csv,posture_decision_experiment/p5/S001/movement_right_hand_T025.csv,posture_decision_experiment/p5/S001/movement_left_hand_T025.csv
p5,1,26,2,20,253.1805,254.2529,Baseline,Hit,253.4915,253.9196,Centre,0,0,1.5,Infinity,1.4802,posture_decision_experiment/p5/S001/movement_head_T026.csv,posture_decision_experiment/p5/S001/movement_right_hand_T026.csv,posture_decision_experiment/p5/S001/movement_left_hand_T026.csv
p5,1,27,2,21,258.2367,259.1753,Baseline,Hit,258.6475,258.7975,Centre,0,0,1.5,Infinity,1.4797,posture_decision_experiment/p5/S001/movement_head_T027.csv,posture_decision_experiment/p5/S001/movement_right_hand_T027.csv,posture_decision_experiment/p5/S001/movement_left_hand_T027.csv
p5,1,28,2,22,262.5806,262.9865,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,0.8088,posture_decision_experiment/p5/S001/movement_head_T028.csv,posture_decision_experiment/p5/S001/movement_right_hand_T028.csv,posture_decision_experiment/p5/S001/movement_left_hand_T028.csv
p5,1,29,2,23,267.0587,268.0645,Baseline,Hit,267.4255,267.8423,Centre,0,0,1.3,Infinity,1.4875,posture_decision_experiment/p5/S001/movement_head_T029.csv,posture_decision_experiment/p5/S001/movement_right_hand_T029.csv,posture_decision_experiment/p5/S001/movement_left_hand_T029.csv
p5,1,30,2,24,271.9701,272.9646,Baseline,Hit,272.3698,272.698,Centre,0,0,1.5,Infinity,0.9389,posture_decision_experiment/p5/S001/movement_head_T030.csv,posture_decision_experiment/p5/S001/movement_right_hand_T030.csv,posture_decision_experiment/p5/S001/movement_left_hand_T030.csv
p5,1,31,2,25,276.4151,276.6537,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,0.835,posture_decision_experiment/p5/S001/movement_head_T031.csv,posture_decision_experiment/p5/S001/movement_right_hand_T031.csv,posture_decision_experiment/p5/S001/movement_left_hand_T031.csv
p5,1,32,2,26,280.4033,281.2094,Baseline,Hit,280.7701,280.9983,Centre,0,0,1.3,Infinity,1.2411,posture_decision_experiment/p5/S001/movement_head_T032.csv,posture_decision_experiment/p5/S001/movement_right_hand_T032.csv,posture_decision_experiment/p5/S001/movement_left_hand_T032.csv
p5,1,33,2,27,284.7703,284.8317,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,1.0078,posture_decision_experiment/p5/S001/movement_head_T033.csv,posture_decision_experiment/p5/S001/movement_right_hand_T033.csv,posture_decision_experiment/p5/S001/movement_left_hand_T033.csv
p5,1,34,3,1,303.0822,303.6657,Main,Skipped,303.4818,303.5323,Left,1,5,1.3,0.5111237,1.4816,posture_decision_experiment/p5/S001/movement_head_T034.csv,posture_decision_experiment/p5/S001/movement_right_hand_T034.csv,posture_decision_experiment/p5/S001/movement_left_hand_T034.csv
p5,1,35,3,2,309.7154,310.4103,Main,Skipped,310.1376,310.2881,Right,2,5,1.3,0.5111237,1.3571,posture_decision_experiment/p5/S001/movement_head_T035.csv,posture_decision_experiment/p5/S001/movement_right_hand_T035.csv,posture_decision_experiment/p5/S001/movement_left_hand_T035.csv
p5,1,36,3,3,314.0266,314.666,Main,Hit,314.4265,314.4883,Left,7,5,1,0.388916,0.8926,posture_decision_experiment/p5/S001/movement_head_T036.csv,posture_decision_experiment/p5/S001/movement_right_hand_T036.csv,posture_decision_experiment/p5/S001/movement_left_hand_T036.csv
p5,1,37,3,4,318.2378,318.8551,Main,Hit,318.6045,318.6106,Right,12,5,1.3,0.5111237,0.9047,posture_decision_experiment/p5/S001/movement_head_T037.csv,posture_decision_experiment/p5/S001/movement_right_hand_T037.csv,posture_decision_experiment/p5/S001/movement_left_hand_T037.csv
p5,1,38,3,5,324.3936,325.0331,Main,Hit,324.7604,324.8775,Left,17,5,1,0.388916,1.1763,posture_decision_experiment/p5/S001/movement_head_T038.csv,posture_decision_experiment/p5/S001/movement_right_hand_T038.csv,posture_decision_experiment/p5/S001/movement_left_hand_T038.csv
p5,1,39,3,6,328.8271,329.4665,Main,Hit,329.1393,329.3221,Left,22,5,1,0.388916,1.2683,posture_decision_experiment/p5/S001/movement_head_T039.csv,posture_decision_experiment/p5/S001/movement_right_hand_T039.csv,posture_decision_experiment/p5/S001/movement_left_hand_T039.csv
p5,1,40,3,7,332.827,333.8222,Main,Miss,333.2269,333.7222,Right,22,5,1.5,0.6000061,0.8862,posture_decision_experiment/p5/S001/movement_head_T040.csv,posture_decision_experiment/p5/S001/movement_right_hand_T040.csv,posture_decision_experiment/p5/S001/movement_left_hand_T040.csv
p5,1,41,3,8,339.0272,339.678,Main,Skipped,339.3497,339.4669,Right,23,5,1,0.388916,1.0106,posture_decision_experiment/p5/S001/movement_head_T041.csv,posture_decision_experiment/p5/S001/movement_right_hand_T041.csv,posture_decision_experiment/p5/S001/movement_left_hand_T041.csv
p5,1,42,3,9,343.1383,343.2448,Main,FailTooEarly,,,,23,5,1.5,0.6000061,0.8847,posture_decision_experiment/p5/S001/movement_head_T042.csv,posture_decision_experiment/p5/S001/movement_right_hand_T042.csv,posture_decision_experiment/p5/S001/movement_left_hand_T042.csv
p5,1,43,3,10,357.8279,358.6008,Main,Hit,358.2721,358.4453,Right,28,5,1,0.388916,1.2301,posture_decision_experiment/p5/S001/movement_head_T043.csv,posture_decision_experiment/p5/S001/movement_right_hand_T043.csv,posture_decision_experiment/p5/S001/movement_left_hand_T043.csv
p5,1,44,3,11,362.3391,363.2232,Main,Skipped,362.8165,363.1454,Right,29,5,1.3,0.5111237,1.1788,posture_decision_experiment/p5/S001/movement_head_T044.csv,posture_decision_experiment/p5/S001/movement_right_hand_T044.csv,posture_decision_experiment/p5/S001/movement_left_hand_T044.csv
p5,1,45,3,12,366.628,367.6678,Main,Miss,367.0615,367.1456,Left,29,5,1.5,0.6000061,0.9237,posture_decision_experiment/p5/S001/movement_head_T045.csv,posture_decision_experiment/p5/S001/movement_right_hand_T045.csv,posture_decision_experiment/p5/S001/movement_left_hand_T045.csv
p5,1,46,3,13,370.9283,371.7679,Main,Skipped,371.2616,371.7013,Right,30,5,1.3,0.5111237,0.7575,posture_decision_experiment/p5/S001/movement_head_T046.csv,posture_decision_experiment/p5/S001/movement_right_hand_T046.csv,posture_decision_experiment/p5/S001/movement_left_hand_T046.csv
p5,1,47,3,14,375.6062,375.9792,Main,FailTooEarly,,,,30,5,1.5,0.6000061,1.3877,posture_decision_experiment/p5/S001/movement_head_T047.csv,posture_decision_experiment/p5/S001/movement_right_hand_T047.csv,posture_decision_experiment/p5/S001/movement_left_hand_T047.csv
p5,1,48,3,15,379.5731,380.3904,Main,Miss,379.9951,380.246,Right,30,5,1,0.388916,1.1479,posture_decision_experiment/p5/S001/movement_head_T048.csv,posture_decision_experiment/p5/S001/movement_right_hand_T048.csv,posture_decision_experiment/p5/S001/movement_left_hand_T048.csv
p5,1,49,3,16,383.8617,384.4017,Main,Skipped,384.2616,384.3017,Left,31,5,1.3,0.5111237,0.9294,posture_decision_experiment/p5/S001/movement_head_T049.csv,posture_decision_experiment/p5/S001/movement_right_hand_T049.csv,posture_decision_experiment/p5/S001/movement_left_hand_T049.csv
p5,1,50,3,17,387.8618,388.3907,Main,Skipped,388.1954,388.2907,Right,32,5,1.5,0.6000061,0.7701,posture_decision_experiment/p5/S001/movement_head_T050.csv,posture_decision_experiment/p5/S001/movement_right_hand_T050.csv,posture_decision_experiment/p5/S001/movement_left_hand_T050.csv
p5,1,51,3,18,392.5065,392.9131,Main,FailTooEarly,,,,32,5,1,0.388916,1.4443,posture_decision_experiment/p5/S001/movement_head_T051.csv,posture_decision_experiment/p5/S001/movement_right_hand_T051.csv,posture_decision_experiment/p5/S001/movement_left_hand_T051.csv
p5,1,52,3,19,396.5508,397.1688,Main,Hit,396.8853,396.9799,Right,37,5,1,0.388916,0.9703,posture_decision_experiment/p5/S001/movement_head_T052.csv,posture_decision_experiment/p5/S001/movement_right_hand_T052.csv,posture_decision_experiment/p5/S001/movement_left_hand_T052.csv
p5,1,53,3,20,400.8849,401.3245,Main,FailTooEarly,,,,37,5,1,0.388916,1.1001,posture_decision_experiment/p5/S001/movement_head_T053.csv,posture_decision_experiment/p5/S001/movement_right_hand_T053.csv,posture_decision_experiment/p5/S001/movement_left_hand_T053.csv
p5,1,54,3,21,404.7733,405.6357,Main,NoGo,405.1292,,,37,5,1.3,0.5111237,0.9161,posture_decision_experiment/p5/S001/movement_head_T054.csv,posture_decision_experiment/p5/S001/movement_right_hand_T054.csv,posture_decision_experiment/p5/S001/movement_left_hand_T054.csv
p5,1,55,3,22,409.7301,410.6915,Main,Skipped,410.1074,410.6026,Left,38,5,1.3,0.5111237,1.2866,posture_decision_experiment/p5/S001/movement_head_T055.csv,posture_decision_experiment/p5/S001/movement_right_hand_T055.csv,posture_decision_experiment/p5/S001/movement_left_hand_T055.csv
p5,1,56,3,23,414.1738,415.0916,Main,Skipped,414.5071,414.9916,Left,39,5,1.5,0.6000061,1.0113,posture_decision_experiment/p5/S001/movement_head_T056.csv,posture_decision_experiment/p5/S001/movement_right_hand_T056.csv,posture_decision_experiment/p5/S001/movement_left_hand_T056.csv
p5,1,57,3,24,418.796,419.7806,Main,Skipped,419.1851,419.6806,Left,40,5,1.5,0.6000061,1.1772,posture_decision_experiment/p5/S001/movement_head_T057.csv,posture_decision_experiment/p5/S001/movement_right_hand_T057.csv,posture_decision_experiment/p5/S001/movement_left_hand_T057.csv
p5,1,58,3,25,423.7962,424.6252,Main,NoGo,424.2292,,,40,5,1,0.388916,1.1327,posture_decision_experiment/p5/S001/movement_head_T058.csv,posture_decision_experiment/p5/S001/movement_right_hand_T058.csv,posture_decision_experiment/p5/S001/movement_left_hand_T058.csv
p5,1,59,3,26,428.3741,429.3032,Main,Skipped,428.73,429.2143,Left,41,5,1.3,0.5111237,1.2293,posture_decision_experiment/p5/S001/movement_head_T059.csv,posture_decision_experiment/p5/S001/movement_right_hand_T059.csv,posture_decision_experiment/p5/S001/movement_left_hand_T059.csv
p5,1,60,3,27,432.4968,433.4366,Main,Skipped,432.8856,433.3478,Right,42,5,1.5,0.6000061,0.8338,posture_decision_experiment/p5/S001/movement_head_T060.csv,posture_decision_experiment/p5/S001/movement_right_hand_T060.csv,posture_decision_experiment/p5/S001/movement_left_hand_T060.csv
p5,1,61,3,28,439.0193,440.0924,Main,Skipped,439.5192,439.9813,Left,43,5,1.5,0.6000061,0.793,posture_decision_experiment/p5/S001/movement_head_T061.csv,posture_decision_experiment/p5/S001/movement_right_hand_T061.csv,posture_decision_experiment/p5/S001/movement_left_hand_T061.csv
p5,1,62,3,29,443.2306,444.137,Main,NoGo,443.6306,,,43,5,1.3,0.5111237,1.1252,posture_decision_experiment/p5/S001/movement_head_T062.csv,posture_decision_experiment/p5/S001/movement_right_hand_T062.csv,posture_decision_experiment/p5/S001/movement_left_hand_T062.csv
p5,1,63,3,30,447.2973,448.2149,Main,Skipped,447.6861,448.1038,Right,44,5,1.5,0.6000061,0.8006,posture_decision_experiment/p5/S001/movement_head_T063.csv,posture_decision_experiment/p5/S001/movement_right_hand_T063.csv,posture_decision_experiment/p5/S001/movement_left_hand_T063.csv
p5,1,64,3,31,452.3973,453.2484,Main,NoGo,452.8529,,,44,5,1,0.388916,0.9765,posture_decision_experiment/p5/S001/movement_head_T064.csv,posture_decision_experiment/p5/S001/movement_right_hand_T064.csv,posture_decision_experiment/p5/S001/movement_left_hand_T064.csv
