time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
179.6755,-0.0145,1.2808,0.4084,18.3225,177.7612,4.693
179.6871,-0.0148,1.2807,0.4084,18.2868,177.6541,4.6727
179.6977,-0.0149,1.2807,0.4084,18.2628,177.5804,4.6695
179.7086,-0.0148,1.2806,0.4085,18.2224,177.5749,4.6902
179.7198,-0.0147,1.2805,0.4085,18.1971,177.6014,4.7023
179.731,-0.0146,1.2803,0.4086,18.1516,177.6741,4.7298
179.742,-0.0144,1.2801,0.4087,18.0818,177.7662,4.7525
179.7529,-0.0143,1.2799,0.4088,18.0295,177.8237,4.7755
179.7643,-0.0143,1.2797,0.4089,17.9547,177.8876,4.8021
179.7758,-0.0144,1.2796,0.4089,17.8892,177.8808,4.8002
179.7872,-0.0146,1.2795,0.4089,17.8304,177.7962,4.8103
179.7977,-0.0147,1.2794,0.409,17.8102,177.7265,4.8505
179.8087,-0.0147,1.2793,0.409,17.8073,177.7039,4.9326
179.8199,-0.0146,1.2792,0.4091,17.7661,177.7372,5.0133
179.8309,-0.0145,1.2791,0.4093,17.7189,177.7726,5.0701
179.8419,-0.0142,1.2791,0.4094,17.6937,177.8501,5.1265
179.853,-0.0139,1.2791,0.4095,17.6783,177.9499,5.2161
179.8642,-0.0137,1.279,0.4096,17.6436,178.0653,5.3464
179.8754,-0.0136,1.279,0.4097,17.6169,178.0857,5.4066
179.8866,-0.0136,1.279,0.4098,17.618,178.0581,5.4255
179.8975,-0.0136,1.279,0.4099,17.6158,178.0186,5.4244
179.9087,-0.0135,1.279,0.41,17.6189,177.9976,5.4352
179.9197,-0.0133,1.279,0.4102,17.6138,178.0425,5.5037
179.931,-0.0132,1.2789,0.4103,17.5668,178.0838,5.5598
179.9422,-0.013,1.2789,0.4104,17.5158,178.144,5.6037
179.953,-0.0129,1.2788,0.4106,17.4992,178.2019,5.6513
179.9641,-0.0128,1.2788,0.4107,17.4882,178.2046,5.6846
179.9754,-0.0129,1.2788,0.4108,17.4838,178.1826,5.6856
179.9874,-0.0129,1.2787,0.4109,17.4901,178.1291,5.6588
179.9976,-0.013,1.2786,0.4111,17.471,178.0727,5.6291
180.0089,-0.013,1.2785,0.4113,17.4356,178.0746,5.62
180.0199,-0.0129,1.2783,0.4116,17.3807,178.0853,5.6507
180.031,-0.0129,1.2782,0.4118,17.3281,178.1118,5.6879
180.0425,-0.0128,1.2782,0.412,17.2798,178.1508,5.7243
180.0532,-0.0128,1.2783,0.4121,17.2816,178.1741,5.7618
180.0644,-0.0127,1.2784,0.4123,17.305,178.2021,5.82
180.0756,-0.0127,1.2784,0.4124,17.3289,178.2009,5.8553
180.0865,-0.0128,1.2784,0.4125,17.3441,178.1475,5.8335
180.0979,-0.0129,1.2785,0.4126,17.3681,178.0909,5.7496
180.1087,-0.013,1.2783,0.4128,17.3514,178.046,5.696
180.1199,-0.0131,1.2782,0.413,17.3037,178.0433,5.6709
180.1309,-0.0132,1.2781,0.4132,17.2509,178.0374,5.6901
180.1422,-0.0132,1.278,0.4134,17.1852,178.0349,5.7362
180.1532,-0.0133,1.2779,0.4136,17.1275,178.0307,5.7745
180.1645,-0.0133,1.2778,0.4138,17.0741,178.0048,5.8092
180.1755,-0.0133,1.2779,0.414,17.0497,178.01,5.8608
180.1866,-0.0133,1.2779,0.4142,17.0502,178.0311,5.9224
180.1975,-0.0134,1.2779,0.4143,17.0532,178.0123,5.9255
180.2088,-0.0134,1.278,0.4145,17.0712,177.991,5.8837
180.2199,-0.0134,1.278,0.4146,17.083,178.0052,5.8748
180.2307,-0.0135,1.2779,0.4148,17.0843,178.0007,5.8753
180.242,-0.0136,1.2778,0.415,17.0722,177.9947,5.9092
180.253,-0.0137,1.2777,0.4152,17.0436,177.973,5.9205
180.2641,-0.0138,1.2776,0.4154,16.9886,177.9079,5.9183
180.2755,-0.0138,1.2775,0.4156,16.9614,177.88,5.9325
180.2866,-0.0138,1.2775,0.4158,16.9349,177.8766,5.9636
