ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p1,1,1,1,1,64.05016,80.95825,Practice,Hit,64.48372,72.51353,Centre,0,0,1.3,Infinity,1.4777,posture_decision_experiment/p1/S001/movement_head_T001.csv,posture_decision_experiment/p1/S001/movement_right_hand_T001.csv,posture_decision_experiment/p1/S001/movement_left_hand_T001.csv
p1,1,2,1,2,92.96143,98.10326,Practice,Hit,93.39503,94.63648,Centre,0,0,1.5,Infinity,1.3376,posture_decision_experiment/p1/S001/movement_head_T002.csv,posture_decision_experiment/p1/S001/movement_right_hand_T002.csv,posture_decision_experiment/p1/S001/movement_left_hand_T002.csv
p1,1,3,1,3,109.4181,112.626,Practice,Hit,109.7733,112.1371,Centre,0,0,1.3,Infinity,1.0086,posture_decision_experiment/p1/S001/movement_head_T003.csv,posture_decision_experiment/p1/S001/movement_right_hand_T003.csv,posture_decision_experiment/p1/S001/movement_left_hand_T003.csv
p1,1,4,1,4,116.7068,119.5151,Practice,Hit,117.1404,118.9484,Centre,0,0,1.5,Infinity,1.2234,posture_decision_experiment/p1/S001/movement_head_T004.csv,posture_decision_experiment/p1/S001/movement_right_hand_T004.csv,posture_decision_experiment/p1/S001/movement_left_hand_T004.csv
p1,1,5,1,5,128.141,129.571,Practice,Hit,128.63,129.3488,Centre,0,0,1,Infinity,1.4082,posture_decision_experiment/p1/S001/movement_head_T005.csv,posture_decision_experiment/p1/S001/movement_right_hand_T005.csv,posture_decision_experiment/p1/S001/movement_left_hand_T005.csv
p1,1,6,1,6,132.8629,134.2156,Practice,Hit,133.2295,134.0045,Centre,0,0,1,Infinity,0.7848,posture_decision_experiment/p1/S001/movement_head_T006.csv,posture_decision_experiment/p1/S001/movement_right_hand_T006.csv,posture_decision_experiment/p1/S001/movement_left_hand_T006.csv
p1,1,7,2,1,143.7855,144.9937,Baseline,Hit,144.1078,144.8048,Centre,0,0,1,Infinity,0.9946,posture_decision_experiment/p1/S001/movement_head_T007.csv,posture_decision_experiment/p1/S001/movement_right_hand_T007.csv,posture_decision_experiment/p1/S001/movement_left_hand_T007.csv
p1,1,8,2,2,148.5741,151.705,Baseline,Hit,149.0074,149.8494,Centre,0,0,1.5,Infinity,1.0795,posture_decision_experiment/p1/S001/movement_head_T008.csv,posture_decision_experiment/p1/S001/movement_right_hand_T008.csv,posture_decision_experiment/p1/S001/movement_left_hand_T008.csv
p1,1,9,2,3,155.0521,156.4385,Baseline,Hit,155.3965,156.1941,Centre,0,0,1,Infinity,1.0609,posture_decision_experiment/p1/S001/movement_head_T009.csv,posture_decision_experiment/p1/S001/movement_right_hand_T009.csv,posture_decision_experiment/p1/S001/movement_left_hand_T009.csv
p1,1,10,2,4,159.6746,161.3498,Baseline,Hit,160.0188,160.6831,Centre,0,0,1.5,Infinity,0.7839,posture_decision_experiment/p1/S001/movement_head_T010.csv,posture_decision_experiment/p1/S001/movement_right_hand_T010.csv,posture_decision_experiment/p1/S001/movement_left_hand_T010.csv
p1,1,11,2,5,164.8863,166.1166,Baseline,Hit,165.2416,165.9166,Centre,0,0,1,Infinity,1.0998,posture_decision_experiment/p1/S001/movement_head_T011.csv,posture_decision_experiment/p1/S001/movement_right_hand_T011.csv,posture_decision_experiment/p1/S001/movement_left_hand_T011.csv
p1,1,12,2,6,169.5195,171.1501,Baseline,Hit,169.9973,170.739,Centre,0,0,1.5,Infinity,0.906,posture_decision_experiment/p1/S001/movement_head_T012.csv,posture_decision_experiment/p1/S001/movement_right_hand_T012.csv,posture_decision_experiment/p1/S001/movement_left_hand_T012.csv
p1,1,13,2,7,174.9645,176.1948,Baseline,Hit,175.3309,175.9281,Centre,0,0,1.3,Infinity,1.3803,posture_decision_experiment/p1/S001/movement_head_T013.csv,posture_decision_experiment/p1/S001/movement_right_hand_T013.csv,posture_decision_experiment/p1/S001/movement_left_hand_T013.csv
