time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
354.3901,0.0049,1.3827,0.3949,36.4591,182.6306,344.0623
354.4012,0.005,1.383,0.3949,36.4797,182.6209,344.1606
354.4123,0.005,1.3833,0.3949,36.4055,182.5219,344.0644
354.4234,0.005,1.3835,0.3948,36.3568,182.459,343.9217
354.4345,0.0053,1.3838,0.3945,36.399,182.513,343.7946
354.4457,0.0057,1.3841,0.3942,36.5127,182.6636,343.778
354.4567,0.0061,1.3844,0.3939,36.7039,182.9284,343.8766
354.468,0.0066,1.3846,0.3937,36.863,183.1514,344.0478
354.4789,0.007,1.3849,0.3936,36.9623,183.3342,344.3265
354.4899,0.0072,1.3851,0.3936,36.9806,183.3879,344.4899
354.501,0.0072,1.3853,0.3936,36.9726,183.3293,344.4821
354.5125,0.0072,1.3854,0.3936,36.9275,183.2229,344.3461
354.5234,0.0071,1.3855,0.3936,36.8748,183.1461,344.2248
354.5346,0.0072,1.3856,0.3935,36.8565,183.1263,344.1247
354.5453,0.0073,1.3857,0.3934,36.9157,183.1858,344.097
354.557,0.0074,1.3859,0.3933,37.0285,183.2897,344.1182
354.568,0.0076,1.3859,0.3933,37.1077,183.3674,344.1692
354.579,0.0077,1.3859,0.3935,37.0756,183.4098,344.2239
354.5903,0.0077,1.3858,0.3936,36.9359,183.3787,344.2551
354.6017,0.0077,1.3858,0.3938,36.8344,183.3518,344.2562
354.6126,0.0077,1.3859,0.3938,36.8259,183.3731,344.1882
354.6236,0.0077,1.3861,0.3939,36.8562,183.3844,344.1189
354.6346,0.0076,1.3862,0.394,36.9146,183.3743,344.054
354.6459,0.0075,1.3863,0.3941,36.9685,183.3483,344.0266
354.6567,0.0074,1.3863,0.3943,36.9997,183.3274,344.0134
354.6681,0.0072,1.3864,0.3946,36.9666,183.2938,343.985
354.6789,0.007,1.3863,0.395,36.8738,183.2251,343.9117
354.6902,0.0069,1.3863,0.3953,36.8023,183.1598,343.8271
354.7013,0.0068,1.3863,0.3956,36.7692,183.1307,343.784
354.7123,0.0068,1.3863,0.3958,36.7369,183.1201,343.8221
354.7237,0.0068,1.3863,0.3959,36.7312,183.1326,343.9225
354.7346,0.0069,1.3865,0.3959,36.8213,183.1949,344.0655
354.7458,0.007,1.3868,0.3958,36.9047,183.2816,344.1433
354.7571,0.007,1.387,0.3958,37.0088,183.4009,344.1837
354.7681,0.007,1.3873,0.3958,37.0745,183.4844,344.1667
354.7791,0.0069,1.3875,0.3959,37.0727,183.5037,344.1117
354.7903,0.0067,1.3877,0.396,37.016,183.437,344.0492
354.8019,0.0066,1.3878,0.396,36.9901,183.375,344.0133
354.8124,0.0065,1.388,0.396,37.0317,183.3219,343.9845
354.8237,0.0064,1.3882,0.3959,37.0887,183.3201,343.9886
354.8348,0.0063,1.3884,0.3958,37.1309,183.3757,344.017
354.8458,0.0063,1.3885,0.3958,37.1298,183.4501,344.0179
354.8568,0.0059,1.3887,0.3957,37.1277,183.5385,343.9792
354.8681,0.0059,1.3887,0.3958,37.1412,183.5952,343.9057
354.8791,0.0055,1.3886,0.3959,37.1381,183.5941,343.8441
354.8905,0.0054,1.3882,0.3965,37.0519,183.5488,343.8127
354.9013,0.0049,1.3881,0.3967,36.9239,183.4217,343.8135
354.9123,0.0045,1.3877,0.397,36.7548,183.2657,343.7537
354.9236,0.0041,1.3874,0.3972,36.627,183.1808,343.7128
354.9351,0.0039,1.3872,0.3972,36.5526,183.1988,343.7555
354.9457,0.0039,1.3871,0.3972,36.5825,183.3222,343.8717
354.957,0.0039,1.387,0.3972,36.6644,183.5373,344.0648
354.9683,0.0039,1.3869,0.3972,36.6822,183.7318,344.2502
354.9793,0.0039,1.3868,0.3973,36.6782,183.864,344.3526
354.99,0.0038,1.3868,0.3975,36.6312,183.9366,344.3897
355.0013,0.0036,1.3866,0.3979,36.527,183.9581,344.3889
355.0126,0.0034,1.3863,0.3984,36.3044,183.8586,344.3734
355.0237,0.0032,1.386,0.3988,36.076,183.7528,344.377
355.0348,0.0032,1.3857,0.3992,35.831,183.7102,344.4306
355.0457,0.0034,1.3856,0.3994,35.7412,183.8141,344.5811
355.0569,0.004,1.3858,0.3994,35.8452,184.1398,344.924
355.0679,0.0047,1.3862,0.3994,36.0492,184.5448,345.273
355.0788,0.0054,1.3867,0.3997,36.2199,185.0344,345.5134
355.0903,0.0059,1.387,0.4004,36.1567,185.3769,345.4331
355.1017,0.0062,1.3871,0.4014,35.9427,185.5345,345.2224
355.1125,0.0063,1.387,0.403,35.5082,185.4614,344.9339
355.1237,0.0062,1.3867,0.4045,35.0032,185.2215,344.7888
355.1346,0.0062,1.3863,0.4065,34.2367,184.8768,344.7269
355.1461,0.0063,1.386,0.4084,33.4333,184.6463,344.6076
355.1571,0.0071,1.3857,0.4113,32.2765,184.6671,344.4589
355.1679,0.0088,1.386,0.4145,31.2362,185.4137,344.4464
355.179,0.0121,1.3872,0.4202,29.7044,187.4283,344.4434
355.1902,0.0161,1.3892,0.4287,27.9352,189.676,343.8592
355.2013,0.0204,1.3921,0.4391,26.5775,191.1582,343.0941
355.2126,0.027,1.3973,0.4573,24.9919,191.9576,342.0066
355.2234,0.0341,1.4032,0.4766,23.6187,191.8566,341.2616
355.2346,0.0427,1.4124,0.4988,22.8155,191.9187,341.1135
355.2461,0.0514,1.4226,0.5167,23.5865,193.2954,342.1004
355.2569,0.0667,1.4387,0.5443,25.7276,196.5206,344.2336
355.268,0.0789,1.452,0.5667,27.7201,199.3547,346.485
355.2791,0.0957,1.4686,0.5968,29.9136,203.2699,350.1599
355.2904,0.113,1.4853,0.6295,31.0112,207.3668,354.7576
355.3015,0.1265,1.4995,0.659,31.6332,210.0593,358.3461
355.3126,0.1406,1.5182,0.6989,32.1345,211.4728,0.995
355.3237,0.1488,1.5334,0.7348,32.5941,209.9723,1.3253
355.3346,0.155,1.551,0.7787,33.1027,205.9514,-0.0025
355.3467,0.1578,1.5662,0.8206,33.3224,200.3535,357.1323
355.357,0.1609,1.5779,0.8577,32.8083,194.8164,354.3033
355.3682,0.1717,1.5887,0.8901,32.5471,193.5687,354.8669
