time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
270.4882,0.0044,1.6275,0.1215,25.2102,358.169,7.6545
270.4994,0.0044,1.6276,0.1216,25.1867,358.212,7.667
270.5105,0.0042,1.6276,0.1217,25.161,358.1933,7.655
270.5216,0.0042,1.6277,0.1216,25.0807,358.2317,7.5931
270.5327,0.004,1.6276,0.1217,25.1318,358.2292,7.5774
270.5434,0.0039,1.6276,0.1218,25.101,358.2464,7.5722
270.5546,0.0038,1.6276,0.1218,25.089,358.2862,7.6161
270.5656,0.0038,1.6277,0.1217,25.0878,358.3319,7.6523
270.5769,0.0036,1.6278,0.1218,25.0805,358.3408,7.6607
270.5881,0.0035,1.6279,0.1219,25.0191,358.3712,7.6546
270.5994,0.0034,1.6281,0.1219,24.9365,358.3906,7.6723
270.61,0.0033,1.6281,0.1221,24.8766,358.3816,7.6424
270.6213,0.0031,1.6281,0.1221,24.8627,358.3941,7.6245
270.6324,0.0031,1.6282,0.1221,24.8042,358.4225,7.6678
270.6435,0.003,1.6282,0.1222,24.7511,358.4026,7.659
270.6545,0.0029,1.6281,0.1223,24.7497,358.4447,7.7119
270.6656,0.0027,1.6282,0.1223,24.7329,358.4723,7.7166
270.677,0.0026,1.6281,0.1225,24.7342,358.449,7.7213
270.6879,0.0026,1.6282,0.1226,24.721,358.4913,7.7572
270.6991,0.0024,1.6283,0.1227,24.6962,358.3803,7.6803
270.7106,0.0024,1.6283,0.1228,24.6358,358.4666,7.7178
270.7213,0.0023,1.6283,0.1229,24.6684,358.4628,7.7193
270.7324,0.0022,1.6283,0.123,24.634,358.4288,7.6787
270.7437,0.0021,1.6283,0.1231,24.6347,358.3937,7.649
270.7547,0.002,1.6283,0.1233,24.6235,358.3958,7.7016
270.7658,0.0019,1.6283,0.1234,24.6196,358.39,7.6933
270.7767,0.0018,1.6283,0.1235,24.5669,358.4243,7.6984
270.7878,0.0018,1.6283,0.1236,24.6085,358.3594,7.679
270.7991,0.0016,1.6284,0.1239,24.5851,358.3908,7.6865
270.8104,0.0016,1.6284,0.124,24.5429,358.381,7.6763
270.8214,0.0016,1.6284,0.1242,24.5544,358.3585,7.6569
270.8324,0.0015,1.6284,0.1244,24.5312,358.3602,7.6746
270.8439,0.0014,1.6283,0.1246,24.5115,358.385,7.6802
270.8545,0.0013,1.6282,0.1248,24.5241,358.4319,7.6894
270.8659,0.0013,1.6282,0.1249,24.5228,358.4144,7.6816
270.8767,0.0011,1.6281,0.1252,24.5721,358.3849,7.681
270.8878,0.0011,1.6282,0.1254,24.6001,358.3783,7.6652
270.8992,0.001,1.6282,0.1256,24.5978,358.3608,7.6619
270.9103,0.0009,1.6282,0.1259,24.5453,358.3976,7.6447
270.9212,0.0008,1.6283,0.1262,24.5032,358.4043,7.6464
270.9325,0.0008,1.6282,0.1264,24.5096,358.4012,7.6275
270.9435,0.0006,1.6282,0.1267,24.466,358.3745,7.6
270.9546,0.0006,1.6283,0.127,24.4983,358.4177,7.6181
270.9654,0.0004,1.6282,0.1274,24.4864,358.3822,7.6148
270.977,0.0003,1.6282,0.1277,24.4619,358.3724,7.5749
270.9881,0.0002,1.6282,0.128,24.5076,358.3975,7.5961
270.9991,0.0001,1.6281,0.1284,24.4931,358.4274,7.6084
271.0101,0,1.6282,0.1288,24.5105,358.4139,7.6078
271.0213,-0.0002,1.6283,0.1292,24.5199,358.3528,7.5912
271.0325,-0.0003,1.6282,0.1296,24.4848,358.4378,7.6169
271.0435,-0.0005,1.6283,0.1301,24.4715,358.3836,7.5748
271.0547,-0.0007,1.6282,0.1304,24.4464,358.3734,7.5416
271.0656,-0.0009,1.6282,0.1309,24.478,358.3593,7.5794
271.0773,-0.0011,1.6281,0.1313,24.4902,358.3524,7.6127
271.0887,-0.0012,1.6281,0.1317,24.5077,358.3085,7.6058
271.0988,-0.0014,1.6281,0.1321,24.5288,358.3286,7.6399
271.11,-0.0015,1.6281,0.1325,24.5352,358.3408,7.6267
271.1213,-0.0018,1.6282,0.1329,24.5308,358.3469,7.607
271.1323,-0.0019,1.6282,0.1332,24.5398,358.3555,7.6064
271.1434,-0.0022,1.6284,0.1336,24.5673,358.3658,7.5053
271.1545,-0.0026,1.6287,0.134,24.6163,358.3887,7.4925
271.1655,-0.0028,1.6291,0.1345,24.5908,358.4262,7.4818
271.1767,-0.0032,1.6296,0.135,24.4884,358.3428,7.5073
271.1881,-0.0036,1.6302,0.1356,24.3244,358.3786,7.5814
271.1992,-0.0037,1.6306,0.1362,24.1469,358.3785,7.565
271.2106,-0.0042,1.6311,0.1369,23.8897,358.4291,7.5643
271.2212,-0.0044,1.6313,0.1374,23.7242,358.379,7.4681
271.2329,-0.0047,1.6317,0.1381,23.4679,358.338,7.3458
271.2439,-0.005,1.632,0.1387,23.3542,358.3077,7.2097
271.2548,-0.0053,1.6324,0.1395,23.1759,358.2771,7.1173
271.2665,-0.0056,1.6328,0.1402,22.9566,358.2926,6.9942
271.2772,-0.0059,1.6331,0.1409,22.854,358.2109,6.8861
271.2881,-0.0062,1.6335,0.1417,22.6398,358.1998,6.8096
271.2993,-0.0064,1.6339,0.1423,22.4999,358.0847,6.6889
271.3105,-0.0067,1.6345,0.1432,22.2872,358.0746,6.5413
271.3214,-0.0069,1.6349,0.1439,22.1055,358.015,6.452
271.3324,-0.0071,1.6355,0.1448,21.8524,357.9465,6.3166
271.3433,-0.0071,1.6359,0.1456,21.6325,357.9123,6.2076
271.3547,-0.0071,1.6365,0.1466,21.3307,357.8914,6.0303
271.3658,-0.0073,1.6373,0.1477,21.0217,357.8937,5.8924
271.3767,-0.0073,1.6378,0.1486,20.7076,357.8857,5.7831
271.3882,-0.0073,1.6384,0.1497,20.3746,357.7758,5.5964
271.3993,-0.0073,1.6389,0.1505,20.0285,357.8065,5.5273
271.4103,-0.0071,1.6395,0.1515,19.6935,357.7159,5.3887
271.4216,-0.007,1.6401,0.1524,19.3708,357.7206,5.2997
271.4328,-0.0067,1.6408,0.1536,19.0129,357.7746,5.2283
271.4437,-0.0067,1.6415,0.1548,18.6188,357.7281,5.1322
271.4547,-0.0066,1.6421,0.1559,18.2014,357.6583,5.0172
271.466,-0.0065,1.6427,0.1571,17.7712,357.5979,4.9346
271.4773,-0.0063,1.6432,0.158,17.3671,357.5339,4.8305
271.4884,-0.006,1.6438,0.1592,16.8909,357.4836,4.6923
271.4993,-0.0057,1.6443,0.16,16.5602,357.4654,4.6061
271.5103,-0.0055,1.6448,0.1612,16.0994,357.4409,4.5059
271.5214,-0.0055,1.6453,0.1622,15.7022,357.4513,4.4421
271.5332,-0.0053,1.6456,0.1632,15.3042,357.3965,4.3973
271.5438,-0.0051,1.6461,0.1643,14.8148,357.4066,4.3032
271.5547,-0.0049,1.6463,0.1651,14.5289,357.3952,4.2037
271.5659,-0.0048,1.6466,0.1659,14.1805,357.4018,3.9962
