time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
243.4178,-0.183,1.7007,0.2136,5.0291,2.2892,0.364
243.4297,-0.1829,1.7006,0.2135,5.0367,2.2895,0.3784
243.4398,-0.1829,1.7007,0.2134,5.0267,2.258,0.3436
243.451,-0.1828,1.7006,0.2133,4.9862,2.2597,0.3539
243.4616,-0.1828,1.7007,0.2132,4.9987,2.2511,0.3712
243.4729,-0.1827,1.7006,0.2131,4.9595,2.2455,0.3613
243.4841,-0.1827,1.7006,0.213,4.956,2.299,0.3736
243.4953,-0.1827,1.7007,0.2129,4.9771,2.2989,0.3649
243.5062,-0.1826,1.7007,0.2128,4.967,2.2807,0.3204
243.5174,-0.1826,1.7007,0.2127,4.9374,2.2823,0.3182
243.5285,-0.1826,1.7007,0.2125,4.9257,2.2838,0.3161
243.5405,-0.1825,1.7007,0.2125,4.9228,2.3084,0.3492
243.5507,-0.1825,1.7008,0.2123,4.9539,2.3297,0.308
243.5617,-0.1825,1.7008,0.2123,4.927,2.3176,0.284
243.5727,-0.1824,1.7007,0.2121,4.8945,2.2977,0.2746
243.584,-0.1824,1.7007,0.212,4.9077,2.3072,0.267
243.5951,-0.1824,1.7008,0.2119,4.9037,2.3355,0.2882
243.6062,-0.1823,1.7008,0.2118,4.8752,2.3891,0.3073
243.6172,-0.1824,1.7009,0.2117,4.8683,2.3791,0.3112
243.6283,-0.1824,1.7009,0.2116,4.8748,2.4446,0.2964
243.6395,-0.1825,1.7009,0.2115,4.8339,2.4457,0.3039
243.6507,-0.1825,1.7009,0.2114,4.8417,2.4564,0.3097
243.6618,-0.1825,1.7009,0.2112,4.7927,2.48,0.3076
243.6729,-0.1825,1.701,0.2111,4.7733,2.5158,0.3674
243.6842,-0.1826,1.701,0.211,4.7875,2.527,0.3479
243.6951,-0.1827,1.701,0.2109,4.756,2.4843,0.3786
243.7062,-0.1826,1.701,0.2108,4.7407,2.5222,0.3459
243.7176,-0.1827,1.7011,0.2107,4.6757,2.5156,0.379
243.7286,-0.1828,1.7011,0.2106,4.6776,2.5133,0.3963
243.7395,-0.1829,1.7011,0.2105,4.6409,2.5084,0.4282
243.7509,-0.1829,1.7011,0.2104,4.6666,2.5447,0.431
243.7619,-0.1829,1.7011,0.2104,4.6295,2.56,0.4497
243.7729,-0.1829,1.7011,0.2103,4.602,2.5123,0.4461
243.784,-0.183,1.7012,0.2102,4.5949,2.5247,0.4262
243.7952,-0.1831,1.7012,0.2101,4.5836,2.5348,0.4448
243.8062,-0.183,1.7011,0.21,4.5872,2.52,0.4681
243.8179,-0.1831,1.7012,0.21,4.6162,2.5155,0.4703
243.8286,-0.1831,1.7012,0.21,4.6004,2.5412,0.4761
243.8396,-0.1831,1.7012,0.21,4.5416,2.518,0.4837
243.8513,-0.1832,1.7013,0.21,4.5574,2.5305,0.4893
243.8618,-0.1832,1.7013,0.2099,4.5308,2.5189,0.4648
243.873,-0.1832,1.7013,0.2099,4.5299,2.5047,0.4382
243.8841,-0.1832,1.7013,0.2099,4.5269,2.5315,0.406
243.8952,-0.1833,1.7013,0.2099,4.5319,2.5246,0.4246
243.9068,-0.1833,1.7013,0.2099,4.5305,2.501,0.4016
243.9176,-0.1833,1.7013,0.2098,4.5669,2.5195,0.4424
243.9286,-0.1834,1.7013,0.2099,4.5924,2.497,0.464
243.9398,-0.1835,1.7013,0.2099,4.5921,2.4944,0.4526
243.9507,-0.1836,1.7013,0.2099,4.6045,2.5069,0.4845
243.9619,-0.1837,1.7012,0.2099,4.5994,2.5027,0.5234
243.9731,-0.1836,1.7012,0.2099,4.619,2.4909,0.5203
243.9842,-0.1837,1.7012,0.2099,4.6,2.4545,0.5504
243.9954,-0.1838,1.7011,0.2098,4.6012,2.4517,0.5324
244.0062,-0.1838,1.7011,0.2099,4.6415,2.3992,0.5228
244.0175,-0.1837,1.7011,0.2099,4.6663,2.3791,0.5323
244.0284,-0.1838,1.701,0.2098,4.6684,2.4031,0.4941
244.0396,-0.1838,1.7011,0.2098,4.7176,2.3315,0.4505
244.0509,-0.1838,1.701,0.2098,4.6629,2.3377,0.5232
244.0618,-0.1838,1.701,0.2098,4.7472,2.3517,0.4958
244.0729,-0.1838,1.701,0.2097,4.7287,2.2701,0.4341
244.0841,-0.1837,1.701,0.2097,4.715,2.3025,0.4328
244.0953,-0.1837,1.7011,0.2097,4.7213,2.3211,0.4696
244.1064,-0.1838,1.7011,0.2096,4.6633,2.3287,0.4497
244.1175,-0.1838,1.701,0.2096,4.6813,2.3618,0.4441
244.1286,-0.1838,1.7011,0.2095,4.7068,2.3342,0.4094
244.1399,-0.1838,1.7011,0.2095,4.7146,2.3993,0.4634
244.1507,-0.1838,1.7011,0.2094,4.7097,2.3808,0.4728
244.162,-0.1838,1.7011,0.2093,4.7165,2.4115,0.4865
244.1729,-0.1839,1.7012,0.2093,4.7017,2.3767,0.4652
244.1841,-0.1839,1.7011,0.2092,4.7108,2.358,0.4674
244.1953,-0.184,1.7011,0.2091,4.716,2.3798,0.4632
244.2062,-0.184,1.7011,0.209,4.7183,2.3661,0.4457
244.2174,-0.184,1.7011,0.209,4.7477,2.3957,0.4246
244.2285,-0.184,1.7012,0.2089,4.701,2.3539,0.4369
244.2396,-0.1841,1.7012,0.2088,4.7229,2.3595,0.4039
244.2507,-0.1841,1.7012,0.2087,4.7398,2.3694,0.3834
244.2617,-0.184,1.7013,0.2085,4.6519,2.3525,0.3548
244.2729,-0.1841,1.7012,0.2084,4.7073,2.3596,0.38
244.2841,-0.1841,1.7012,0.2083,4.6812,2.3603,0.3766
244.2954,-0.1841,1.7012,0.2082,4.7293,2.3656,0.3742
244.3063,-0.184,1.7012,0.208,4.6757,2.3752,0.3945
244.3177,-0.1841,1.7011,0.2078,4.7011,2.3946,0.35
244.3287,-0.1841,1.7012,0.2077,4.7113,2.4208,0.3663
244.3397,-0.1841,1.7012,0.2075,4.6534,2.4418,0.3494
244.3507,-0.1841,1.7012,0.2075,4.6294,2.438,0.3626
244.3618,-0.1841,1.7012,0.2072,4.6528,2.4696,0.3315
244.3729,-0.1841,1.7012,0.207,4.6361,2.4686,0.3334
244.384,-0.1841,1.7012,0.2069,4.6341,2.4494,0.3454
244.3952,-0.1842,1.7012,0.2067,4.6235,2.471,0.3543
244.4063,-0.1841,1.7012,0.2065,4.6543,2.4953,0.3465
244.4173,-0.1841,1.7013,0.2064,4.6302,2.4306,0.3017
244.4286,-0.1841,1.7013,0.2062,4.5991,2.4751,0.3268
244.4399,-0.1841,1.7012,0.206,4.5857,2.4703,0.2987
244.4508,-0.1841,1.7012,0.2058,4.5385,2.462,0.2691
244.4618,-0.1841,1.7012,0.2056,4.5586,2.4633,0.2949
244.4727,-0.1842,1.7012,0.2053,4.5561,2.4919,0.2735
244.4841,-0.1841,1.7012,0.2052,4.5449,2.4883,0.2941
244.4954,-0.1841,1.7012,0.2051,4.5123,2.4748,0.3006
244.5063,-0.1841,1.7012,0.2048,4.524,2.4903,0.2578
244.5174,-0.1841,1.7012,0.2046,4.5261,2.4763,0.2339
244.5284,-0.1841,1.7012,0.2045,4.5226,2.4587,0.2617
244.5398,-0.1841,1.7011,0.2042,4.5474,2.5062,0.2912
244.5505,-0.184,1.7011,0.2041,4.4918,2.511,0.2452
244.5617,-0.1841,1.7012,0.2039,4.4808,2.4772,0.2648
244.5729,-0.1841,1.7011,0.2038,4.4728,2.4964,0.2483
244.5839,-0.184,1.7011,0.2035,4.4819,2.5213,0.2472
244.5952,-0.184,1.7011,0.2034,4.5262,2.5009,0.1922
244.6063,-0.184,1.7011,0.2032,4.5178,2.4579,0.1552
244.6175,-0.1842,1.7012,0.2031,4.4919,2.4772,0.1634
244.6286,-0.1842,1.7011,0.2029,4.5121,2.4801,0.2297
244.6399,-0.1842,1.701,0.2026,4.4845,2.4636,0.2302
244.6507,-0.1843,1.7011,0.2025,4.4862,2.455,0.2551
244.6616,-0.1843,1.7011,0.2023,4.5117,2.51,0.2413
244.6728,-0.1843,1.7011,0.2022,4.5011,2.4532,0.2582
244.684,-0.1844,1.7011,0.2019,4.4845,2.5124,0.2994
244.6954,-0.1845,1.7011,0.2017,4.4844,2.4598,0.3075
244.7064,-0.1845,1.7011,0.2016,4.4929,2.4209,0.2897
244.7177,-0.1844,1.7011,0.2014,4.4716,2.4125,0.2887
244.7287,-0.1845,1.7011,0.2012,4.4394,2.3812,0.3257
244.7399,-0.1845,1.7011,0.2009,4.4284,2.3548,0.2819
244.7508,-0.1846,1.7011,0.2007,4.4074,2.3222,0.2982
244.7619,-0.1846,1.7012,0.2005,4.366,2.301,0.2816
244.7737,-0.1845,1.7012,0.2003,4.3848,2.2463,0.2826
244.7841,-0.1846,1.7013,0.2001,4.4006,2.211,0.2927
244.7952,-0.1845,1.7012,0.2,4.3762,2.2618,0.2726
244.8062,-0.1845,1.7013,0.1997,4.3279,2.2372,0.2798
244.8174,-0.1845,1.7013,0.1995,4.3243,2.2893,0.2771
244.8285,-0.1845,1.7014,0.1993,4.3336,2.2334,0.2659
244.8396,-0.1844,1.7013,0.1991,4.2688,2.2531,0.2827
244.8507,-0.1844,1.7014,0.1989,4.3043,2.2656,0.258
244.8618,-0.1844,1.7014,0.1988,4.3093,2.2956,0.2579
244.8729,-0.1844,1.7013,0.1986,4.2684,2.2823,0.2811
244.8842,-0.1843,1.7014,0.1984,4.2648,2.2964,0.2654
244.8952,-0.1843,1.7015,0.1983,4.2604,2.3002,0.2641
244.9063,-0.1842,1.7014,0.1981,4.2462,2.3379,0.2809
244.9173,-0.1842,1.7014,0.1979,4.2635,2.2924,0.2749
244.9286,-0.1842,1.7014,0.1978,4.2265,2.3015,0.2307
244.9396,-0.1841,1.7014,0.1976,4.2487,2.2745,0.1818
244.9508,-0.184,1.7014,0.1975,4.2736,2.2847,0.1937
244.9617,-0.1839,1.7014,0.1974,4.2569,2.2725,0.1771
244.973,-0.1839,1.7014,0.1972,4.224,2.2867,0.1917
244.9841,-0.1839,1.7015,0.1971,4.2193,2.2954,0.1575
244.9953,-0.1838,1.7015,0.197,4.2126,2.3204,0.1306
245.0063,-0.1838,1.7015,0.1969,4.2204,2.3119,0.1126
245.0173,-0.1837,1.7015,0.1968,4.2457,2.3251,0.0974
245.0284,-0.1836,1.7016,0.1967,4.2157,2.3063,0.0956
245.0395,-0.1835,1.7015,0.1966,4.2257,2.3455,0.0967
245.0506,-0.1835,1.7017,0.1965,4.2319,2.3618,0.0843
245.0617,-0.1834,1.7017,0.1965,4.2106,2.3599,0.1038
245.0728,-0.1834,1.7016,0.1964,4.2067,2.37,0.1235
245.0841,-0.1833,1.7017,0.1963,4.209,2.3902,0.1251
245.0952,-0.1833,1.7017,0.1963,4.2307,2.417,0.106
245.1062,-0.1832,1.7018,0.1962,4.1832,2.4084,0.0896
245.1174,-0.1831,1.7016,0.1962,4.2085,2.4632,0.0905
245.1287,-0.183,1.7017,0.1961,4.2487,2.4666,0.0821
245.1395,-0.183,1.7017,0.1961,4.2548,2.4491,0.0937
245.1506,-0.1829,1.7018,0.1961,4.2556,2.4395,0.0799
245.1616,-0.1829,1.7017,0.1961,4.2364,2.4729,0.1002
245.1729,-0.1829,1.7018,0.1961,4.2365,2.4637,0.097
245.1841,-0.1829,1.7018,0.1961,4.2258,2.4864,0.0689
245.1953,-0.1827,1.7017,0.1961,4.2239,2.5231,0.1049
245.2063,-0.1827,1.7018,0.1961,4.2578,2.5193,0.1001
245.2175,-0.1826,1.7017,0.1962,4.2613,2.5035,0.0826
245.2283,-0.1826,1.7016,0.1962,4.2766,2.5055,0.0393
245.2397,-0.1826,1.7017,0.1963,4.2898,2.4666,0.0489
245.2506,-0.1825,1.7016,0.1963,4.2873,2.4954,0.0758
245.2618,-0.1824,1.7017,0.1964,4.3751,2.5383,0.1001
245.2729,-0.1824,1.7017,0.1964,4.3781,2.554,0.1161
245.2839,-0.1823,1.7016,0.1964,4.3946,2.5253,0.0538
245.2954,-0.1822,1.7017,0.1965,4.3866,2.5184,0.065
245.3063,-0.1822,1.7017,0.1966,4.3705,2.4918,0.0697
245.3174,-0.1822,1.7017,0.1967,4.3911,2.506,0.0303
245.3285,-0.1821,1.7017,0.1968,4.4486,2.479,0.0373
245.3396,-0.1821,1.7016,0.1969,4.4493,2.4909,0.083
245.3506,-0.1822,1.7018,0.1969,4.4374,2.467,0.0454
245.3619,-0.1821,1.7017,0.197,4.4798,2.4702,0.0673
245.3729,-0.1821,1.7018,0.1971,4.4833,2.4442,0.0751
245.384,-0.182,1.7018,0.1972,4.4664,2.419,0.0851
245.3953,-0.182,1.7018,0.1972,4.4791,2.3985,0.079
245.4063,-0.182,1.7018,0.1973,4.4635,2.4096,0.0837
245.4174,-0.1819,1.7018,0.1974,4.4681,2.4386,0.1456
245.4284,-0.1819,1.7018,0.1975,4.5217,2.369,0.1231
245.4395,-0.1819,1.7018,0.1976,4.4756,2.3468,0.1443
245.4509,-0.1818,1.7018,0.1977,4.5051,2.3012,0.0915
245.4619,-0.1818,1.7017,0.1977,4.507,2.2375,0.1154
245.4728,-0.1818,1.7017,0.1977,4.5209,2.2345,0.0894
245.4841,-0.1817,1.7017,0.1978,4.5528,2.2024,0.0998
245.4953,-0.1816,1.7017,0.1979,4.5443,2.1922,0.0974
245.5064,-0.1816,1.7018,0.198,4.5258,2.1573,0.1116
245.5177,-0.1815,1.7017,0.198,4.5045,2.1635,0.1179
245.5285,-0.1814,1.7017,0.198,4.5219,2.1422,0.1207
245.5396,-0.1814,1.7017,0.1981,4.5006,2.1158,0.0727
245.5507,-0.1814,1.7017,0.1982,4.499,2.1189,0.0517
245.5619,-0.1813,1.7017,0.1982,4.4795,2.1132,0.0651
245.5729,-0.1812,1.7017,0.1982,4.4743,2.1488,0.0556
245.5841,-0.1811,1.7017,0.1982,4.4706,2.0953,0.0605
245.5954,-0.181,1.7017,0.1983,4.4995,2.0781,0.0697
245.6062,-0.181,1.7017,0.1983,4.4531,2.0664,0.0518
245.6173,-0.1809,1.7018,0.1984,4.4493,2.0878,0.0741
245.6285,-0.1809,1.7017,0.1985,4.4004,2.1017,0.0597
245.6396,-0.1808,1.7017,0.1985,4.38,2.062,0.0388
245.6507,-0.1807,1.7017,0.1986,4.3875,2.0692,0.0538
245.6618,-0.1806,1.7017,0.1987,4.3544,2.0537,0.0594
245.6731,-0.1805,1.7016,0.1987,4.3576,2.0442,0.0535
245.684,-0.1804,1.7016,0.1987,4.3539,2.0592,0.0328
245.6953,-0.1803,1.7016,0.1987,4.3313,2.0461,0.0191
245.7063,-0.1802,1.7016,0.1989,4.3518,2.0374,0.0163
245.7174,-0.18,1.7015,0.1989,4.349,2.0761,0.035
245.7285,-0.1799,1.7015,0.199,4.2839,2.0661,0.0248
245.7398,-0.1798,1.7015,0.1991,4.3425,2.068,359.9584
245.7508,-0.1797,1.7016,0.1992,4.2918,2.1352,0.017
245.7618,-0.1796,1.7016,0.1992,4.3071,2.1358,0.0066
245.7729,-0.1795,1.7016,0.1993,4.3028,2.1546,0.0208
245.7841,-0.1795,1.7015,0.1994,4.3225,2.1676,0.0051
245.7954,-0.1794,1.7015,0.1995,4.3095,2.1552,0.0338
245.8064,-0.1793,1.7016,0.1996,4.3057,2.1588,0.0199
245.8174,-0.1792,1.7016,0.1997,4.2987,2.1917,0.0313
245.8284,-0.1792,1.7016,0.1998,4.2358,2.1854,0.0309
245.8396,-0.1791,1.7016,0.1999,4.2738,2.1812,0.0558
245.8506,-0.179,1.7016,0.2,4.2846,2.2396,0.0496
245.8618,-0.179,1.7016,0.2002,4.2838,2.2245,0.0345
245.873,-0.1789,1.7017,0.2003,4.2859,2.1792,0.0453
245.8842,-0.1789,1.7017,0.2005,4.2473,2.195,0.0619
245.8953,-0.1788,1.7015,0.2006,4.2987,2.2039,0.0463
