ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p21,1,1,1,1,55.737,65.09106,Practice,Hit,56.15939,61.24648,Centre,0,0,1.5,Infinity,1.28,posture_decision_experiment/p21/S001/movement_head_T001.csv,posture_decision_experiment/p21/S001/movement_right_hand_T001.csv,posture_decision_experiment/p21/S001/movement_left_hand_T001.csv
p21,1,2,1,2,93.34966,104.4368,Practice,Hit,93.73866,96.75877,Centre,0,0,1.5,Infinity,1.4344,posture_decision_experiment/p21/S001/movement_head_T002.csv,posture_decision_experiment/p21/S001/movement_right_hand_T002.csv,posture_decision_experiment/p21/S001/movement_left_hand_T002.csv
p21,1,3,1,3,111.9947,115.0372,Practice,Hit,112.4833,112.8149,Centre,0,0,1,Infinity,1.2159,posture_decision_experiment/p21/S001/movement_head_T003.csv,posture_decision_experiment/p21/S001/movement_right_hand_T003.csv,posture_decision_experiment/p21/S001/movement_left_hand_T003.csv
p21,1,4,1,4,119.9393,122.9263,Practice,Hit,120.4058,121.004,Centre,0,0,1.3,Infinity,1.3856,posture_decision_experiment/p21/S001/movement_head_T004.csv,posture_decision_experiment/p21/S001/movement_right_hand_T004.csv,posture_decision_experiment/p21/S001/movement_left_hand_T004.csv
p21,1,5,1,5,127.6849,131.0044,Practice,Hit,127.9947,128.7265,Centre,0,0,1.3,Infinity,1.1679,posture_decision_experiment/p21/S001/movement_head_T005.csv,posture_decision_experiment/p21/S001/movement_right_hand_T005.csv,posture_decision_experiment/p21/S001/movement_left_hand_T005.csv
p21,1,6,1,6,134.9287,138.0268,Practice,Hit,135.3399,135.9045,Centre,0,0,1,Infinity,0.8951,posture_decision_experiment/p21/S001/movement_head_T006.csv,posture_decision_experiment/p21/S001/movement_right_hand_T006.csv,posture_decision_experiment/p21/S001/movement_left_hand_T006.csv
p21,1,7,2,1,147.6178,148.905,Baseline,Hit,148.0067,148.3272,Centre,0,0,1,Infinity,0.9046,posture_decision_experiment/p21/S001/movement_head_T007.csv,posture_decision_experiment/p21/S001/movement_right_hand_T007.csv,posture_decision_experiment/p21/S001/movement_left_hand_T007.csv
p21,1,8,2,2,152.5741,155.5607,Baseline,Hit,153.0741,153.1273,Centre,0,0,1.5,Infinity,1.0412,posture_decision_experiment/p21/S001/movement_head_T008.csv,posture_decision_experiment/p21/S001/movement_right_hand_T008.csv,posture_decision_experiment/p21/S001/movement_left_hand_T008.csv
p21,1,9,2,3,159.2854,162.0498,Baseline,Hit,159.6185,160.1164,Centre,0,0,1.5,Infinity,0.8606,posture_decision_experiment/p21/S001/movement_head_T009.csv,posture_decision_experiment/p21/S001/movement_right_hand_T009.csv,posture_decision_experiment/p21/S001/movement_left_hand_T009.csv
p21,1,10,2,4,168.9635,170.1057,Baseline,Hit,169.2854,169.6501,Centre,0,0,1,Infinity,1.2346,posture_decision_experiment/p21/S001/movement_head_T010.csv,posture_decision_experiment/p21/S001/movement_right_hand_T010.csv,posture_decision_experiment/p21/S001/movement_left_hand_T010.csv
p21,1,11,2,5,173.8631,174.8836,Baseline,Hit,174.2189,174.3058,Centre,0,0,1,Infinity,1.0957,posture_decision_experiment/p21/S001/movement_head_T011.csv,posture_decision_experiment/p21/S001/movement_right_hand_T011.csv,posture_decision_experiment/p21/S001/movement_left_hand_T011.csv
p21,1,12,2,6,179.0414,182.0838,Baseline,Hit,179.4304,179.9727,Centre,0,0,1.5,Infinity,1.4824,posture_decision_experiment/p21/S001/movement_head_T012.csv,posture_decision_experiment/p21/S001/movement_right_hand_T012.csv,posture_decision_experiment/p21/S001/movement_left_hand_T012.csv
p21,1,13,2,7,185.5417,185.6395,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,0.8015,posture_decision_experiment/p21/S001/movement_head_T013.csv,posture_decision_experiment/p21/S001/movement_right_hand_T013.csv,posture_decision_experiment/p21/S001/movement_left_hand_T013.csv
p21,1,14,2,8,188.575,190.2063,Baseline,Hit,189.0083,189.7508,Centre,0,0,1,Infinity,0.9222,posture_decision_experiment/p21/S001/movement_head_T014.csv,posture_decision_experiment/p21/S001/movement_right_hand_T014.csv,posture_decision_experiment/p21/S001/movement_left_hand_T014.csv
p21,1,15,2,9,193.8084,194.9509,Baseline,Hit,194.2417,194.3954,Centre,0,0,1,Infinity,0.8316,posture_decision_experiment/p21/S001/movement_head_T015.csv,posture_decision_experiment/p21/S001/movement_right_hand_T015.csv,posture_decision_experiment/p21/S001/movement_left_hand_T015.csv
p21,1,16,2,10,198.3303,199.2511,Baseline,Hit,198.7309,198.8955,Centre,0,0,1,Infinity,0.8123,posture_decision_experiment/p21/S001/movement_head_T016.csv,posture_decision_experiment/p21/S001/movement_right_hand_T016.csv,posture_decision_experiment/p21/S001/movement_left_hand_T016.csv
p21,1,17,2,11,202.8197,204.4068,Baseline,Hit,203.1975,203.429,Centre,0,0,1.5,Infinity,1.0989,posture_decision_experiment/p21/S001/movement_head_T017.csv,posture_decision_experiment/p21/S001/movement_right_hand_T017.csv,posture_decision_experiment/p21/S001/movement_left_hand_T017.csv
p21,1,18,2,12,211.0084,212.296,Baseline,Hit,211.4637,211.5515,Centre,0,0,1.3,Infinity,0.9982,posture_decision_experiment/p21/S001/movement_head_T018.csv,posture_decision_experiment/p21/S001/movement_right_hand_T018.csv,posture_decision_experiment/p21/S001/movement_left_hand_T018.csv
p21,1,19,2,13,216.2752,218.6962,Baseline,Hit,216.7199,217.1295,Centre,0,0,1.5,Infinity,1.1699,posture_decision_experiment/p21/S001/movement_head_T019.csv,posture_decision_experiment/p21/S001/movement_right_hand_T019.csv,posture_decision_experiment/p21/S001/movement_left_hand_T019.csv
p21,1,20,2,14,223.3201,224.3408,Baseline,Hit,223.6776,223.8852,Centre,0,0,1,Infinity,1.2089,posture_decision_experiment/p21/S001/movement_head_T020.csv,posture_decision_experiment/p21/S001/movement_right_hand_T020.csv,posture_decision_experiment/p21/S001/movement_left_hand_T020.csv
p21,1,21,2,15,228.3535,229.3299,Baseline,Hit,228.7867,229.0187,Centre,0,0,1,Infinity,1.3979,posture_decision_experiment/p21/S001/movement_head_T021.csv,posture_decision_experiment/p21/S001/movement_right_hand_T021.csv,posture_decision_experiment/p21/S001/movement_left_hand_T021.csv
p21,1,22,2,16,233.454,234.8856,Baseline,Hit,233.7761,234.1189,Centre,0,0,1.5,Infinity,1.4056,posture_decision_experiment/p21/S001/movement_head_T022.csv,posture_decision_experiment/p21/S001/movement_right_hand_T022.csv,posture_decision_experiment/p21/S001/movement_left_hand_T022.csv
p21,1,23,2,17,238.7425,239.808,Baseline,Hit,239.0983,239.2191,Centre,0,0,1.3,Infinity,1.0769,posture_decision_experiment/p21/S001/movement_head_T023.csv,posture_decision_experiment/p21/S001/movement_right_hand_T023.csv,posture_decision_experiment/p21/S001/movement_left_hand_T023.csv
p21,1,24,2,18,243.3759,244.6193,Baseline,Hit,243.8759,243.897,Centre,0,0,1.3,Infinity,0.8671,posture_decision_experiment/p21/S001/movement_head_T024.csv,posture_decision_experiment/p21/S001/movement_right_hand_T024.csv,posture_decision_experiment/p21/S001/movement_left_hand_T024.csv
p21,1,25,2,19,250.5427,252.2084,Baseline,Hit,251.0319,251.0972,Centre,0,0,1.5,Infinity,1.3528,posture_decision_experiment/p21/S001/movement_head_T025.csv,posture_decision_experiment/p21/S001/movement_right_hand_T025.csv,posture_decision_experiment/p21/S001/movement_left_hand_T025.csv
p21,1,26,2,20,256.7657,256.8308,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,0.8873,posture_decision_experiment/p21/S001/movement_head_T026.csv,posture_decision_experiment/p21/S001/movement_right_hand_T026.csv,posture_decision_experiment/p21/S001/movement_left_hand_T026.csv
p21,1,27,2,21,262.7988,264.7088,Baseline,Hit,263.2876,263.7977,Centre,0,0,1.5,Infinity,1.1693,posture_decision_experiment/p21/S001/movement_head_T027.csv,posture_decision_experiment/p21/S001/movement_right_hand_T027.csv,posture_decision_experiment/p21/S001/movement_left_hand_T027.csv
p21,1,28,2,22,270.4882,271.5757,Baseline,Hit,270.977,271.1868,Centre,0,0,1,Infinity,0.9296,posture_decision_experiment/p21/S001/movement_head_T028.csv,posture_decision_experiment/p21/S001/movement_right_hand_T028.csv,posture_decision_experiment/p21/S001/movement_left_hand_T028.csv
p21,1,29,2,23,275.4882,276.8537,Baseline,Hit,275.955,276.187,Centre,0,0,1.3,Infinity,0.9667,posture_decision_experiment/p21/S001/movement_head_T029.csv,posture_decision_experiment/p21/S001/movement_right_hand_T029.csv,posture_decision_experiment/p21/S001/movement_left_hand_T029.csv
p21,1,30,2,24,281.1436,281.5316,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,1.4786,posture_decision_experiment/p21/S001/movement_head_T030.csv,posture_decision_experiment/p21/S001/movement_right_hand_T030.csv,posture_decision_experiment/p21/S001/movement_left_hand_T030.csv
p21,1,31,2,25,285.1328,287.154,Baseline,Hit,285.4554,286.1984,Centre,0,0,1.5,Infinity,0.8438,posture_decision_experiment/p21/S001/movement_head_T031.csv,posture_decision_experiment/p21/S001/movement_right_hand_T031.csv,posture_decision_experiment/p21/S001/movement_left_hand_T031.csv
p21,1,32,2,26,291.7328,293.1653,Baseline,Hit,292.2106,292.4986,Centre,0,0,1.3,Infinity,1.3752,posture_decision_experiment/p21/S001/movement_head_T032.csv,posture_decision_experiment/p21/S001/movement_right_hand_T032.csv,posture_decision_experiment/p21/S001/movement_left_hand_T032.csv
p21,1,33,2,27,298.6115,299.8878,Baseline,Hit,298.9661,299.2655,Centre,0,0,1.3,Infinity,0.9959,posture_decision_experiment/p21/S001/movement_head_T033.csv,posture_decision_experiment/p21/S001/movement_right_hand_T033.csv,posture_decision_experiment/p21/S001/movement_left_hand_T033.csv
p21,1,34,3,1,331.3677,331.5666,Main,FailTooEarly,,,,0,5,1,0.666687,1.0105,posture_decision_experiment/p21/S001/movement_head_T034.csv,posture_decision_experiment/p21/S001/movement_right_hand_T034.csv,posture_decision_experiment/p21/S001/movement_left_hand_T034.csv
p21,1,35,3,2,337.9565,339.0335,Main,Skipped,338.3119,338.5668,Left,1,5,1.5,1.700043,0.8831,posture_decision_experiment/p21/S001/movement_head_T035.csv,posture_decision_experiment/p21/S001/movement_right_hand_T035.csv,posture_decision_experiment/p21/S001/movement_left_hand_T035.csv
p21,1,36,3,3,343.3344,344.5004,Main,Miss,343.8232,344.1115,Left,1,5,1,0.666687,1.0025,posture_decision_experiment/p21/S001/movement_head_T036.csv,posture_decision_experiment/p21/S001/movement_right_hand_T036.csv,posture_decision_experiment/p21/S001/movement_left_hand_T036.csv
p21,1,37,3,4,348.8902,349.8561,Main,Skipped,349.2016,349.5783,Left,2,5,1.5,1.700043,1.4051,posture_decision_experiment/p21/S001/movement_head_T037.csv,posture_decision_experiment/p21/S001/movement_right_hand_T037.csv,posture_decision_experiment/p21/S001/movement_left_hand_T037.csv
p21,1,38,3,5,353.8794,354.7785,Main,Skipped,354.3792,354.5674,Right,3,5,1.5,1.700043,1.1817,posture_decision_experiment/p21/S001/movement_head_T038.csv,posture_decision_experiment/p21/S001/movement_right_hand_T038.csv,posture_decision_experiment/p21/S001/movement_left_hand_T038.csv
p21,1,39,3,6,357.5796,358.912,Main,Skipped,358.0017,358.7008,Right,4,5,1.5,1.700043,0.7838,posture_decision_experiment/p21/S001/movement_head_T039.csv,posture_decision_experiment/p21/S001/movement_right_hand_T039.csv,posture_decision_experiment/p21/S001/movement_left_hand_T039.csv
p21,1,40,3,7,362.4241,363.5232,Main,Skipped,362.7575,363.3232,Right,5,5,1.5,1.700043,1.4956,posture_decision_experiment/p21/S001/movement_head_T040.csv,posture_decision_experiment/p21/S001/movement_right_hand_T040.csv,posture_decision_experiment/p21/S001/movement_left_hand_T040.csv
p21,1,41,3,8,366.9797,368.2011,Main,Miss,367.2908,368.1122,Right,5,5,1.3,0.9000244,1.4377,posture_decision_experiment/p21/S001/movement_head_T041.csv,posture_decision_experiment/p21/S001/movement_right_hand_T041.csv,posture_decision_experiment/p21/S001/movement_left_hand_T041.csv
p21,1,42,3,9,372.136,373.4347,Main,Skipped,372.5797,373.1569,Right,6,5,1.5,1.700043,1.0805,posture_decision_experiment/p21/S001/movement_head_T042.csv,posture_decision_experiment/p21/S001/movement_right_hand_T042.csv,posture_decision_experiment/p21/S001/movement_left_hand_T042.csv
p21,1,43,3,10,377.1576,378.5682,Main,Skipped,377.6135,378.3904,Left,7,5,1.5,1.700043,1.1239,posture_decision_experiment/p21/S001/movement_head_T043.csv,posture_decision_experiment/p21/S001/movement_right_hand_T043.csv,posture_decision_experiment/p21/S001/movement_left_hand_T043.csv
p21,1,44,3,11,382.1248,383.3461,Main,Miss,382.5917,383.2572,Left,7,5,1,0.666687,0.9146,posture_decision_experiment/p21/S001/movement_head_T044.csv,posture_decision_experiment/p21/S001/movement_right_hand_T044.csv,posture_decision_experiment/p21/S001/movement_left_hand_T044.csv
p21,1,45,3,12,386.6799,388.024,Main,Skipped,387.0465,387.8574,Left,8,5,1.5,1.700043,1.3196,posture_decision_experiment/p21/S001/movement_head_T045.csv,posture_decision_experiment/p21/S001/movement_right_hand_T045.csv,posture_decision_experiment/p21/S001/movement_left_hand_T045.csv
