time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
388.3342,-0.0186,1.5499,0.132,24.6661,0.9626,358.7108
388.3451,-0.0185,1.5499,0.1321,24.6537,0.9932,358.7142
388.3568,-0.0184,1.5499,0.1322,24.6425,1.0439,358.7055
388.3672,-0.0184,1.55,0.1323,24.647,1.0811,358.7168
388.3784,-0.0183,1.55,0.1324,24.6271,1.1001,358.6792
388.3896,-0.0183,1.55,0.1326,24.6032,1.1544,358.7036
388.4005,-0.0182,1.5501,0.1327,24.5517,1.1841,358.6956
388.4115,-0.0182,1.5501,0.1329,24.5519,1.1635,358.6854
388.4227,-0.0181,1.5502,0.1331,24.5577,1.2189,358.6732
388.4338,-0.0181,1.5502,0.1332,24.5426,1.1936,358.6032
388.4449,-0.0181,1.5503,0.1336,24.5178,1.2207,358.5901
388.4569,-0.018,1.5504,0.1337,24.5206,1.2189,358.5608
388.4673,-0.0181,1.5503,0.1339,24.4981,1.2361,358.6003
388.4782,-0.0181,1.5503,0.134,24.461,1.2351,358.5975
388.4894,-0.0181,1.5503,0.1343,24.4917,1.2469,358.5632
388.5003,-0.018,1.5502,0.1344,24.4823,1.2618,358.5726
388.5117,-0.0181,1.5502,0.1346,24.529,1.2433,358.5998
388.5225,-0.018,1.5503,0.1348,24.54,1.2161,358.5191
388.5341,-0.018,1.5502,0.1351,24.5459,1.2376,358.5323
388.5449,-0.0181,1.5503,0.1353,24.5408,1.248,358.533
388.5567,-0.0181,1.5503,0.1355,24.5439,1.2474,358.5511
388.567,-0.018,1.5502,0.1358,24.5749,1.2036,358.5011
388.5781,-0.018,1.5502,0.1359,24.6053,1.2299,358.5007
388.5894,-0.018,1.5502,0.1362,24.6178,1.2201,358.4553
388.6006,-0.018,1.5502,0.1364,24.6122,1.229,358.4953
388.6115,-0.018,1.5503,0.1367,24.6042,1.1792,358.4232
388.6225,-0.0179,1.5503,0.1369,24.6086,1.1585,358.4156
388.634,-0.018,1.5502,0.1371,24.6045,1.1788,358.3601
388.6448,-0.018,1.55,0.1373,24.6552,1.2027,358.3535
388.6571,-0.018,1.55,0.1376,24.7019,1.1602,358.3369
388.6671,-0.0179,1.55,0.1378,24.719,1.1717,358.3
388.6783,-0.018,1.55,0.1381,24.7598,1.1652,358.3317
388.6896,-0.018,1.55,0.1383,24.785,1.2108,358.3527
388.7003,-0.018,1.55,0.1385,24.7941,1.234,358.3647
388.7116,-0.018,1.5501,0.1387,24.8048,1.219,358.3298
388.7234,-0.0181,1.5501,0.139,24.8163,1.1525,358.3348
388.7337,-0.0182,1.55,0.1392,24.8051,1.1601,358.3152
388.7448,-0.0183,1.5501,0.1394,24.8094,1.1475,358.2938
388.7561,-0.0183,1.5501,0.1396,24.7998,1.1414,358.2924
388.767,-0.0183,1.55,0.1398,24.8367,1.1342,358.2508
388.7782,-0.0183,1.55,0.14,24.8563,1.1599,358.2446
388.7896,-0.0185,1.55,0.1402,24.8565,1.1604,358.2208
388.8005,-0.0186,1.55,0.1404,24.8308,1.1757,358.3048
388.8116,-0.0187,1.55,0.1406,24.8357,1.123,358.2662
388.8225,-0.0187,1.5499,0.1409,24.8216,1.0808,358.2466
388.8338,-0.0188,1.5498,0.141,24.7886,1.0578,358.2376
388.8449,-0.0189,1.5496,0.1413,24.6977,1.0832,358.2207
388.856,-0.019,1.5495,0.1415,24.6434,1.0658,358.2144
388.8671,-0.0192,1.5494,0.1417,24.6697,1.027,358.1888
388.8784,-0.0193,1.5492,0.142,24.5973,0.9806,358.1984
388.8892,-0.0194,1.5489,0.1421,24.5292,1.0112,358.2062
388.9002,-0.0195,1.5484,0.1422,24.4431,0.9805,358.1989
388.9114,-0.0196,1.548,0.1423,24.3836,0.9623,358.225
388.9228,-0.0197,1.5478,0.1425,24.3285,0.9324,358.1157
388.9336,-0.0197,1.5476,0.1427,24.3272,0.9597,358.0422
388.9447,-0.0198,1.5474,0.1429,24.2119,1.056,358.0254
388.9559,-0.0199,1.5471,0.1432,24.0946,1.1596,358.0241
388.9671,-0.0201,1.5469,0.1434,24.0568,1.2553,358.0751
388.9781,-0.0203,1.5465,0.1436,24.0103,1.3643,358.0866
388.9892,-0.0206,1.5463,0.1439,24.0163,1.4409,358.0963
389.0002,-0.0211,1.5462,0.1443,23.9566,1.4757,358.1171
389.0116,-0.0214,1.5461,0.1446,23.8914,1.5201,358.1238
389.0225,-0.0219,1.546,0.1451,23.7793,1.5369,358.1482
389.0338,-0.0223,1.5459,0.1456,23.6566,1.5639,358.178
389.0449,-0.0229,1.5458,0.1464,23.4435,1.5307,358.1155
389.0561,-0.0237,1.5459,0.1473,23.3188,1.442,358.0458
389.067,-0.0243,1.5459,0.1481,23.1925,1.4516,358.0648
389.0784,-0.0252,1.546,0.1491,23.0339,1.3228,358.0773
389.0894,-0.026,1.5463,0.15,22.9599,1.2719,358.187
389.1004,-0.0271,1.5465,0.1511,22.7641,1.1043,358.2838
389.1115,-0.0282,1.5467,0.152,22.5263,1.0102,358.3687
389.1228,-0.0295,1.5471,0.1532,22.1837,0.6886,358.334
389.1336,-0.0305,1.5474,0.1543,21.8683,0.4384,358.4237
389.1446,-0.0316,1.5477,0.1557,21.4897,0.1133,358.5341
389.1559,-0.0326,1.5478,0.157,21.2093,359.7886,358.5926
389.1671,-0.0335,1.548,0.1583,21.0258,359.6933,358.6955
389.1782,-0.0347,1.5487,0.1599,20.8248,359.4066,358.7026
389.1896,-0.0358,1.5496,0.1613,20.5956,359.2463,358.7091
389.2003,-0.0371,1.5506,0.163,20.1492,358.863,358.6749
389.2116,-0.0383,1.5509,0.1642,19.6214,358.5669,358.7358
389.2227,-0.0397,1.5514,0.1659,19.0205,358.0441,358.8862
389.2338,-0.0409,1.5519,0.1673,18.6658,357.5601,359.0067
389.2447,-0.0421,1.5523,0.1691,18.4675,356.9241,358.868
389.2559,-0.0431,1.5539,0.1714,18.1641,356.3589,358.334
389.2671,-0.0441,1.5556,0.1735,17.7562,355.978,357.8184
389.2784,-0.0454,1.5571,0.1762,17.1436,355.603,357.3344
389.2895,-0.0468,1.5581,0.1784,16.5622,355.3773,357.3059
389.3008,-0.0487,1.5587,0.1811,16.0142,355.0415,357.5622
389.3117,-0.0501,1.559,0.1832,15.781,354.6946,357.7119
389.3229,-0.0519,1.5603,0.1866,15.5764,354.1746,357.64
389.3335,-0.0536,1.5617,0.1897,15.265,353.6816,357.4077
389.3449,-0.0556,1.5636,0.1942,14.6754,353.0642,357.1877
389.3561,-0.0579,1.5654,0.1991,13.8172,352.328,357.0841
389.367,-0.0602,1.5664,0.2045,12.8099,351.5572,357.1992
389.3782,-0.0618,1.5667,0.2093,12.0131,350.9087,357.3509
389.3893,-0.063,1.5667,0.2143,11.4261,350.3024,357.4294
389.4006,-0.0641,1.5663,0.2207,10.8343,349.7041,357.2136
389.4117,-0.066,1.5668,0.2278,10.1335,349.1179,357.0695
389.4227,-0.0676,1.5673,0.2342,9.3383,348.5997,357.1467
389.4341,-0.0697,1.5672,0.242,8.0423,347.839,357.2337
389.445,-0.0721,1.5666,0.2502,6.4108,347.0833,357.6711
389.4561,-0.0729,1.5646,0.2571,5.0252,346.3001,357.817
389.4674,-0.0737,1.5616,0.2655,3.422,345.381,357.8152
389.4782,-0.0736,1.5586,0.2729,2.3219,344.7023,357.6697
389.4896,-0.0729,1.5544,0.2816,1.4122,344.0945,357.2602
389.5005,-0.0724,1.5504,0.2886,0.9269,343.601,356.949
389.5117,-0.0721,1.5462,0.2966,0.6344,343.2095,356.6962
389.5225,-0.0715,1.5429,0.3033,0.3373,342.773,356.2199
