ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p7,1,1,1,1,41.68197,48.90163,Practice,Hit,42.15959,42.62364,Centre,0,0,1,Infinity,0.8491,posture_decision_experiment/p7/S001/movement_head_T001.csv,posture_decision_experiment/p7/S001/movement_right_hand_T001.csv,posture_decision_experiment/p7/S001/movement_left_hand_T001.csv
p7,1,2,1,2,55.67151,59.61309,Practice,Hit,56.10471,56.59077,Centre,0,0,1.3,Infinity,1.3982,posture_decision_experiment/p7/S001/movement_head_T002.csv,posture_decision_experiment/p7/S001/movement_right_hand_T002.csv,posture_decision_experiment/p7/S001/movement_left_hand_T002.csv
p7,1,3,1,3,69.88214,72.8802,Practice,Hit,70.23784,70.7468,Centre,0,0,1.5,Infinity,1.4459,posture_decision_experiment/p7/S001/movement_head_T003.csv,posture_decision_experiment/p7/S001/movement_right_hand_T003.csv,posture_decision_experiment/p7/S001/movement_left_hand_T003.csv
p7,1,4,1,4,76.52802,78.35816,Practice,Hit,77.01604,77.7137,Centre,0,0,1.3,Infinity,0.9197,posture_decision_experiment/p7/S001/movement_head_T004.csv,posture_decision_experiment/p7/S001/movement_right_hand_T004.csv,posture_decision_experiment/p7/S001/movement_left_hand_T004.csv
p7,1,5,1,5,81.77191,82.95832,Practice,Hit,82.18258,82.4583,Centre,0,0,1,Infinity,1.3918,posture_decision_experiment/p7/S001/movement_head_T005.csv,posture_decision_experiment/p7/S001/movement_right_hand_T005.csv,posture_decision_experiment/p7/S001/movement_left_hand_T005.csv
p7,1,6,1,6,86.76063,88.46961,Practice,Hit,87.16069,87.64736,Centre,0,0,1.5,Infinity,1.1944,posture_decision_experiment/p7/S001/movement_head_T006.csv,posture_decision_experiment/p7/S001/movement_right_hand_T006.csv,posture_decision_experiment/p7/S001/movement_left_hand_T006.csv
p7,1,7,2,1,98.62765,99.25886,Baseline,Hit,98.99432,99.14774,Centre,0,0,1,Infinity,1.497,posture_decision_experiment/p7/S001/movement_head_T007.csv,posture_decision_experiment/p7/S001/movement_right_hand_T007.csv,posture_decision_experiment/p7/S001/movement_left_hand_T007.csv
p7,1,8,2,2,103.4053,104.759,Baseline,Hit,103.8276,104.2257,Centre,0,0,1.5,Infinity,1.1621,posture_decision_experiment/p7/S001/movement_head_T008.csv,posture_decision_experiment/p7/S001/movement_right_hand_T008.csv,posture_decision_experiment/p7/S001/movement_left_hand_T008.csv
p7,1,9,2,3,108.4055,109.4703,Baseline,Hit,108.8832,109.3036,Centre,0,0,1,Infinity,0.9839,posture_decision_experiment/p7/S001/movement_head_T009.csv,posture_decision_experiment/p7/S001/movement_right_hand_T009.csv,posture_decision_experiment/p7/S001/movement_left_hand_T009.csv
p7,1,10,2,4,113.239,114.1149,Baseline,Hit,113.5944,113.9705,Centre,0,0,1,Infinity,1.4124,posture_decision_experiment/p7/S001/movement_head_T010.csv,posture_decision_experiment/p7/S001/movement_right_hand_T010.csv,posture_decision_experiment/p7/S001/movement_left_hand_T010.csv
p7,1,11,2,5,117.7392,119.1151,Baseline,Hit,118.1507,118.5373,Centre,0,0,1.5,Infinity,1.2726,posture_decision_experiment/p7/S001/movement_head_T011.csv,posture_decision_experiment/p7/S001/movement_right_hand_T011.csv,posture_decision_experiment/p7/S001/movement_left_hand_T011.csv
p7,1,12,2,6,122.6062,123.7263,Baseline,Hit,123.0838,123.5152,Centre,0,0,1.3,Infinity,1.0679,posture_decision_experiment/p7/S001/movement_head_T012.csv,posture_decision_experiment/p7/S001/movement_right_hand_T012.csv,posture_decision_experiment/p7/S001/movement_left_hand_T012.csv
p7,1,13,2,7,126.9837,128.1821,Baseline,Hit,127.4504,127.8265,Centre,0,0,1.5,Infinity,0.8799,posture_decision_experiment/p7/S001/movement_head_T013.csv,posture_decision_experiment/p7/S001/movement_right_hand_T013.csv,posture_decision_experiment/p7/S001/movement_left_hand_T013.csv
p7,1,14,2,8,131.3841,132.66,Baseline,Hit,131.873,132.2266,Centre,0,0,1.5,Infinity,0.796,posture_decision_experiment/p7/S001/movement_head_T014.csv,posture_decision_experiment/p7/S001/movement_right_hand_T014.csv,posture_decision_experiment/p7/S001/movement_left_hand_T014.csv
p7,1,15,2,9,136.3844,137.3268,Baseline,Hit,136.7842,137.1712,Centre,0,0,1,Infinity,1.4231,posture_decision_experiment/p7/S001/movement_head_T015.csv,posture_decision_experiment/p7/S001/movement_right_hand_T015.csv,posture_decision_experiment/p7/S001/movement_left_hand_T015.csv
p7,1,16,2,10,141.4178,142.3492,Baseline,Hit,141.8509,142.1603,Centre,0,0,1.3,Infinity,1.3571,posture_decision_experiment/p7/S001/movement_head_T016.csv,posture_decision_experiment/p7/S001/movement_right_hand_T016.csv,posture_decision_experiment/p7/S001/movement_left_hand_T016.csv
p7,1,17,2,11,145.9845,147.3382,Baseline,Hit,146.4621,147.0271,Centre,0,0,1.5,Infinity,1.3974,posture_decision_experiment/p7/S001/movement_head_T017.csv,posture_decision_experiment/p7/S001/movement_right_hand_T017.csv,posture_decision_experiment/p7/S001/movement_left_hand_T017.csv
p7,1,18,2,12,151.6181,152.5829,Baseline,Hit,152.0181,152.3162,Centre,0,0,1.3,Infinity,1.3196,posture_decision_experiment/p7/S001/movement_head_T018.csv,posture_decision_experiment/p7/S001/movement_right_hand_T018.csv,posture_decision_experiment/p7/S001/movement_left_hand_T018.csv
p7,1,19,2,13,155.7851,156.9497,Baseline,Hit,156.2181,156.7274,Centre,0,0,1.3,Infinity,0.7707,posture_decision_experiment/p7/S001/movement_head_T019.csv,posture_decision_experiment/p7/S001/movement_right_hand_T019.csv,posture_decision_experiment/p7/S001/movement_left_hand_T019.csv
p7,1,20,2,14,160.0518,161.0054,Baseline,Hit,160.4961,160.7831,Centre,0,0,1.3,Infinity,0.8159,posture_decision_experiment/p7/S001/movement_head_T020.csv,posture_decision_experiment/p7/S001/movement_right_hand_T020.csv,posture_decision_experiment/p7/S001/movement_left_hand_T020.csv
p7,1,21,2,15,164.3297,165.6277,Baseline,Hit,164.8184,165.2611,Centre,0,0,1.5,Infinity,1.0071,posture_decision_experiment/p7/S001/movement_head_T021.csv,posture_decision_experiment/p7/S001/movement_right_hand_T021.csv,posture_decision_experiment/p7/S001/movement_left_hand_T021.csv
p7,1,22,2,16,169.0742,169.9168,Baseline,Hit,169.4186,169.6168,Centre,0,0,1.5,Infinity,1.001,posture_decision_experiment/p7/S001/movement_head_T022.csv,posture_decision_experiment/p7/S001/movement_right_hand_T022.csv,posture_decision_experiment/p7/S001/movement_left_hand_T022.csv
p7,1,23,2,17,173.5298,174.528,Baseline,Hit,173.9076,174.2502,Centre,0,0,1.5,Infinity,1.3528,posture_decision_experiment/p7/S001/movement_head_T023.csv,posture_decision_experiment/p7/S001/movement_right_hand_T023.csv,posture_decision_experiment/p7/S001/movement_left_hand_T023.csv
p7,1,24,2,18,177.9522,178.7171,Baseline,Hit,178.2741,178.4171,Centre,0,0,1.3,Infinity,0.9618,posture_decision_experiment/p7/S001/movement_head_T024.csv,posture_decision_experiment/p7/S001/movement_right_hand_T024.csv,posture_decision_experiment/p7/S001/movement_left_hand_T024.csv
p7,1,25,2,19,182.2965,183.0839,Baseline,Hit,182.7299,182.7728,Centre,0,0,1.3,Infinity,1.1762,posture_decision_experiment/p7/S001/movement_head_T025.csv,posture_decision_experiment/p7/S001/movement_right_hand_T025.csv,posture_decision_experiment/p7/S001/movement_left_hand_T025.csv
p7,1,26,2,20,186.1855,187.0396,Baseline,Hit,186.6745,186.8507,Centre,0,0,1,Infinity,0.8167,posture_decision_experiment/p7/S001/movement_head_T026.csv,posture_decision_experiment/p7/S001/movement_right_hand_T026.csv,posture_decision_experiment/p7/S001/movement_left_hand_T026.csv
p7,1,27,2,21,190.1642,191.1286,Baseline,Hit,190.6081,190.8952,Centre,0,0,1.3,Infinity,0.889,posture_decision_experiment/p7/S001/movement_head_T027.csv,posture_decision_experiment/p7/S001/movement_right_hand_T027.csv,posture_decision_experiment/p7/S001/movement_left_hand_T027.csv
p7,1,28,2,22,194.7414,195.2843,Baseline,Hit,195.119,195.1509,Centre,0,0,1,Infinity,1.2477,posture_decision_experiment/p7/S001/movement_head_T028.csv,posture_decision_experiment/p7/S001/movement_right_hand_T028.csv,posture_decision_experiment/p7/S001/movement_left_hand_T028.csv
p7,1,29,2,23,198.6749,199.34,Baseline,Hit,199.0527,199.1844,Centre,0,0,1,Infinity,1.0899,posture_decision_experiment/p7/S001/movement_head_T029.csv,posture_decision_experiment/p7/S001/movement_right_hand_T029.csv,posture_decision_experiment/p7/S001/movement_left_hand_T029.csv
p7,1,30,2,24,203.0303,203.3512,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,1.3402,posture_decision_experiment/p7/S001/movement_head_T030.csv,posture_decision_experiment/p7/S001/movement_right_hand_T030.csv,posture_decision_experiment/p7/S001/movement_left_hand_T030.csv
p7,1,31,2,25,208.9308,210.0514,Baseline,Hit,209.3862,209.8737,Centre,0,0,1,Infinity,1.0421,posture_decision_experiment/p7/S001/movement_head_T031.csv,posture_decision_experiment/p7/S001/movement_right_hand_T031.csv,posture_decision_experiment/p7/S001/movement_left_hand_T031.csv
p7,1,32,2,26,213.3865,214.4294,Baseline,Hit,213.8755,214.2738,Centre,0,0,1,Infinity,0.8491,posture_decision_experiment/p7/S001/movement_head_T032.csv,posture_decision_experiment/p7/S001/movement_right_hand_T032.csv,posture_decision_experiment/p7/S001/movement_left_hand_T032.csv
p7,1,33,2,27,217.9642,218.9406,Baseline,Hit,218.2975,218.6073,Centre,0,0,1.5,Infinity,1.241,posture_decision_experiment/p7/S001/movement_head_T033.csv,posture_decision_experiment/p7/S001/movement_right_hand_T033.csv,posture_decision_experiment/p7/S001/movement_left_hand_T033.csv
p7,1,34,3,1,233.8872,234.8967,Main,Skipped,234.3316,234.7634,Right,1,5,1.3,0.5222321,0.9439,posture_decision_experiment/p7/S001/movement_head_T034.csv,posture_decision_experiment/p7/S001/movement_right_hand_T034.csv,posture_decision_experiment/p7/S001/movement_left_hand_T034.csv
p7,1,35,3,2,238.5984,239.5191,Main,Hit,239.087,239.3524,Left,6,5,1,0.5222397,0.8053,posture_decision_experiment/p7/S001/movement_head_T035.csv,posture_decision_experiment/p7/S001/movement_right_hand_T035.csv,posture_decision_experiment/p7/S001/movement_left_hand_T035.csv
p7,1,36,3,3,243.2093,244.1637,Main,Miss,243.6317,244.0859,Right,6,5,1,0.5222397,1.0662,posture_decision_experiment/p7/S001/movement_head_T036.csv,posture_decision_experiment/p7/S001/movement_right_hand_T036.csv,posture_decision_experiment/p7/S001/movement_left_hand_T036.csv
p7,1,37,3,4,247.8652,248.4861,Main,Skipped,248.1985,248.3416,Right,7,5,1.5,0.7889099,1.0157,posture_decision_experiment/p7/S001/movement_head_T037.csv,posture_decision_experiment/p7/S001/movement_right_hand_T037.csv,posture_decision_experiment/p7/S001/movement_left_hand_T037.csv
p7,1,38,3,5,253.265,254.2529,Main,Hit,253.7094,253.9084,Right,12,5,1.5,0.7889099,1.4439,posture_decision_experiment/p7/S001/movement_head_T038.csv,posture_decision_experiment/p7/S001/movement_right_hand_T038.csv,posture_decision_experiment/p7/S001/movement_left_hand_T038.csv
p7,1,39,3,6,257.8657,258.4975,Main,Hit,258.3101,258.3197,Left,17,5,1,0.5222397,1.2946,posture_decision_experiment/p7/S001/movement_head_T039.csv,posture_decision_experiment/p7/S001/movement_right_hand_T039.csv,posture_decision_experiment/p7/S001/movement_left_hand_T039.csv
p7,1,40,3,7,261.7542,262.1754,Main,FailTooEarly,,,,17,5,1.3,0.5222321,1.0128,posture_decision_experiment/p7/S001/movement_head_T040.csv,posture_decision_experiment/p7/S001/movement_right_hand_T040.csv,posture_decision_experiment/p7/S001/movement_left_hand_T040.csv
p7,1,41,3,8,267.977,268.7312,Main,Skipped,268.432,268.5534,Right,18,5,1.5,0.7889099,1.2526,posture_decision_experiment/p7/S001/movement_head_T041.csv,posture_decision_experiment/p7/S001/movement_right_hand_T041.csv,posture_decision_experiment/p7/S001/movement_left_hand_T041.csv
p7,1,42,3,9,272.0882,272.9646,Main,Miss,272.4332,272.9091,Left,18,5,1.3,0.5222321,0.8346,posture_decision_experiment/p7/S001/movement_head_T042.csv,posture_decision_experiment/p7/S001/movement_right_hand_T042.csv,posture_decision_experiment/p7/S001/movement_left_hand_T042.csv
p7,1,43,3,10,276.6328,277.0203,Main,FailTooEarly,,,,18,5,1,0.5222397,1.2823,posture_decision_experiment/p7/S001/movement_head_T043.csv,posture_decision_experiment/p7/S001/movement_right_hand_T043.csv,posture_decision_experiment/p7/S001/movement_left_hand_T043.csv
p7,1,44,3,11,280.5662,281.5205,Main,Skipped,280.9663,281.3094,Right,19,5,1.5,0.7889099,0.9527,posture_decision_experiment/p7/S001/movement_head_T044.csv,posture_decision_experiment/p7/S001/movement_right_hand_T044.csv,posture_decision_experiment/p7/S001/movement_left_hand_T044.csv
p7,1,45,3,12,284.8772,286.1206,Main,Miss,285.3218,285.7651,Right,19,5,1.5,0.7889099,0.8891,posture_decision_experiment/p7/S001/movement_head_T045.csv,posture_decision_experiment/p7/S001/movement_right_hand_T045.csv,posture_decision_experiment/p7/S001/movement_left_hand_T045.csv
p7,1,46,3,13,289.7555,290.5097,Main,Skipped,290.144,290.3097,Right,20,5,1.5,0.7889099,1.3624,posture_decision_experiment/p7/S001/movement_head_T046.csv,posture_decision_experiment/p7/S001/movement_right_hand_T046.csv,posture_decision_experiment/p7/S001/movement_left_hand_T046.csv
