ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,trial_type,trial_outcome,go_signal_time,moved_from_start_block_time,selection,score,bubble_points,bubble_reldistance,bubble_activetime,delay_time,head_movement_relpath,right_hand_movement_relpath,left_hand_movement_relpath
p30,1,1,1,1,63.19241,75.23584,Practice,Hit,63.58133,70.73569,Centre,0,0,1.3,Infinity,1.1845,posture_decision_experiment/p30/S001/movement_head_T001.csv,posture_decision_experiment/p30/S001/movement_right_hand_T001.csv,posture_decision_experiment/p30/S001/movement_left_hand_T001.csv
p30,1,2,1,2,87.7378,88.65851,Practice,Hit,88.19331,88.25849,Centre,0,0,1,Infinity,1.013,posture_decision_experiment/p30/S001/movement_head_T002.csv,posture_decision_experiment/p30/S001/movement_right_hand_T002.csv,posture_decision_experiment/p30/S001/movement_left_hand_T002.csv
p30,1,3,1,3,92.88269,94.80315,Practice,Hit,93.24932,93.61423,Centre,0,0,1.5,Infinity,1.2505,posture_decision_experiment/p30/S001/movement_head_T003.csv,posture_decision_experiment/p30/S001/movement_right_hand_T003.csv,posture_decision_experiment/p30/S001/movement_left_hand_T003.csv
p30,1,4,1,4,100.094,101.57,Practice,Hit,100.4828,100.6589,Centre,0,0,1.5,Infinity,1.027,posture_decision_experiment/p30/S001/movement_head_T004.csv,posture_decision_experiment/p30/S001/movement_right_hand_T004.csv,posture_decision_experiment/p30/S001/movement_left_hand_T004.csv
p30,1,5,1,5,105.9939,107.4036,Practice,Hit,106.4162,107.0258,Centre,0,0,1.3,Infinity,1.3902,posture_decision_experiment/p30/S001/movement_head_T005.csv,posture_decision_experiment/p30/S001/movement_right_hand_T005.csv,posture_decision_experiment/p30/S001/movement_left_hand_T005.csv
p30,1,6,1,6,110.9055,111.7482,Practice,Hit,111.328,111.4815,Centre,0,0,1,Infinity,1.038,posture_decision_experiment/p30/S001/movement_head_T006.csv,posture_decision_experiment/p30/S001/movement_right_hand_T006.csv,posture_decision_experiment/p30/S001/movement_left_hand_T006.csv
p30,1,7,2,1,121.7835,123.5819,Baseline,Hit,122.2279,122.6485,Centre,0,0,1.3,Infinity,0.854,posture_decision_experiment/p30/S001/movement_head_T007.csv,posture_decision_experiment/p30/S001/movement_right_hand_T007.csv,posture_decision_experiment/p30/S001/movement_left_hand_T007.csv
p30,1,8,2,2,127.6727,128.5821,Baseline,Hit,128.0614,128.3043,Centre,0,0,1.3,Infinity,1.2819,posture_decision_experiment/p30/S001/movement_head_T008.csv,posture_decision_experiment/p30/S001/movement_right_hand_T008.csv,posture_decision_experiment/p30/S001/movement_left_hand_T008.csv
p30,1,9,2,3,132.1393,132.9044,Baseline,Hit,132.4618,132.76,Centre,0,0,1,Infinity,1.0132,posture_decision_experiment/p30/S001/movement_head_T009.csv,posture_decision_experiment/p30/S001/movement_right_hand_T009.csv,posture_decision_experiment/p30/S001/movement_left_hand_T009.csv
p30,1,10,2,4,136.3282,136.9601,Baseline,Hit,136.6837,136.7712,Centre,0,0,1,Infinity,1.4035,posture_decision_experiment/p30/S001/movement_head_T010.csv,posture_decision_experiment/p30/S001/movement_right_hand_T010.csv,posture_decision_experiment/p30/S001/movement_left_hand_T010.csv
p30,1,11,2,5,140.2393,141.6825,Baseline,Hit,140.706,140.9936,Centre,0,0,1.3,Infinity,1.2622,posture_decision_experiment/p30/S001/movement_head_T011.csv,posture_decision_experiment/p30/S001/movement_right_hand_T011.csv,posture_decision_experiment/p30/S001/movement_left_hand_T011.csv
p30,1,12,2,6,144.9622,146.4493,Baseline,Hit,145.34,145.8049,Centre,0,0,1.5,Infinity,0.8359,posture_decision_experiment/p30/S001/movement_head_T012.csv,posture_decision_experiment/p30/S001/movement_right_hand_T012.csv,posture_decision_experiment/p30/S001/movement_left_hand_T012.csv
p30,1,13,2,7,150.7289,151.5495,Baseline,Hit,151.0956,151.405,Centre,0,0,1,Infinity,1.3627,posture_decision_experiment/p30/S001/movement_head_T013.csv,posture_decision_experiment/p30/S001/movement_right_hand_T013.csv,posture_decision_experiment/p30/S001/movement_left_hand_T013.csv
p30,1,14,2,8,154.8062,155.9719,Baseline,Hit,155.1618,155.2718,Centre,0,0,1.5,Infinity,1.2412,posture_decision_experiment/p30/S001/movement_head_T014.csv,posture_decision_experiment/p30/S001/movement_right_hand_T014.csv,posture_decision_experiment/p30/S001/movement_left_hand_T014.csv
p30,1,15,2,9,159.5735,160.6276,Baseline,Hit,160.0515,160.4276,Centre,0,0,1.3,Infinity,0.8874,posture_decision_experiment/p30/S001/movement_head_T015.csv,posture_decision_experiment/p30/S001/movement_right_hand_T015.csv,posture_decision_experiment/p30/S001/movement_left_hand_T015.csv
p30,1,16,2,10,164.607,165.0388,Baseline,FailTooEarly,,,,0,0,1.3,Infinity,1.175,posture_decision_experiment/p30/S001/movement_head_T016.csv,posture_decision_experiment/p30/S001/movement_right_hand_T016.csv,posture_decision_experiment/p30/S001/movement_left_hand_T016.csv
p30,1,17,2,11,169.4181,170.2501,Baseline,Hit,169.7736,170.1279,Centre,0,0,1,Infinity,1.3243,posture_decision_experiment/p30/S001/movement_head_T017.csv,posture_decision_experiment/p30/S001/movement_right_hand_T017.csv,posture_decision_experiment/p30/S001/movement_left_hand_T017.csv
p30,1,18,2,12,173.5071,174.428,Baseline,Hit,173.974,174.2947,Centre,0,0,1,Infinity,1.2394,posture_decision_experiment/p30/S001/movement_head_T018.csv,posture_decision_experiment/p30/S001/movement_right_hand_T018.csv,posture_decision_experiment/p30/S001/movement_left_hand_T018.csv
p30,1,19,2,13,177.3741,178.7393,Baseline,Hit,177.7184,178.0615,Centre,0,0,1.5,Infinity,0.9296,posture_decision_experiment/p30/S001/movement_head_T019.csv,posture_decision_experiment/p30/S001/movement_right_hand_T019.csv,posture_decision_experiment/p30/S001/movement_left_hand_T019.csv
p30,1,20,2,14,181.8854,182.8172,Baseline,Hit,182.2637,182.6172,Centre,0,0,1.3,Infinity,0.9041,posture_decision_experiment/p30/S001/movement_head_T020.csv,posture_decision_experiment/p30/S001/movement_right_hand_T020.csv,posture_decision_experiment/p30/S001/movement_left_hand_T020.csv
p30,1,21,2,15,186.1185,187.0173,Baseline,Hit,186.6184,186.8951,Centre,0,0,1,Infinity,1.2811,posture_decision_experiment/p30/S001/movement_head_T021.csv,posture_decision_experiment/p30/S001/movement_right_hand_T021.csv,posture_decision_experiment/p30/S001/movement_left_hand_T021.csv
p30,1,22,2,16,190.2963,191.2064,Baseline,Hit,190.7967,191.0619,Centre,0,0,1,Infinity,0.8793,posture_decision_experiment/p30/S001/movement_head_T022.csv,posture_decision_experiment/p30/S001/movement_right_hand_T022.csv,posture_decision_experiment/p30/S001/movement_left_hand_T022.csv
p30,1,23,2,17,194.4745,195.7399,Baseline,Hit,194.9077,195.1732,Centre,0,0,1.3,Infinity,1.2536,posture_decision_experiment/p30/S001/movement_head_T023.csv,posture_decision_experiment/p30/S001/movement_right_hand_T023.csv,posture_decision_experiment/p30/S001/movement_left_hand_T023.csv
p30,1,24,2,18,198.641,199.4955,Baseline,Hit,199.1078,199.3844,Centre,0,0,1,Infinity,0.8897,posture_decision_experiment/p30/S001/movement_head_T024.csv,posture_decision_experiment/p30/S001/movement_right_hand_T024.csv,posture_decision_experiment/p30/S001/movement_left_hand_T024.csv
p30,1,25,2,19,202.3414,203.7512,Baseline,Hit,202.8076,203.0957,Centre,0,0,1.5,Infinity,0.8256,posture_decision_experiment/p30/S001/movement_head_T025.csv,posture_decision_experiment/p30/S001/movement_right_hand_T025.csv,posture_decision_experiment/p30/S001/movement_left_hand_T025.csv
p30,1,26,2,20,206.6307,207.9069,Baseline,Hit,206.9413,207.2958,Centre,0,0,1.5,Infinity,0.8659,posture_decision_experiment/p30/S001/movement_head_T026.csv,posture_decision_experiment/p30/S001/movement_right_hand_T026.csv,posture_decision_experiment/p30/S001/movement_left_hand_T026.csv
p30,1,27,2,21,210.8748,211.7626,Baseline,Hit,211.3526,211.6404,Centre,0,0,1,Infinity,0.9476,posture_decision_experiment/p30/S001/movement_head_T027.csv,posture_decision_experiment/p30/S001/movement_right_hand_T027.csv,posture_decision_experiment/p30/S001/movement_left_hand_T027.csv
p30,1,28,2,22,215.9424,217.385,Baseline,Hit,216.4308,216.7406,Centre,0,0,1.5,Infinity,1.3076,posture_decision_experiment/p30/S001/movement_head_T028.csv,posture_decision_experiment/p30/S001/movement_right_hand_T028.csv,posture_decision_experiment/p30/S001/movement_left_hand_T028.csv
p30,1,29,2,23,220.1643,221.474,Baseline,Hit,220.6086,221.0518,Centre,0,0,1.5,Infinity,0.7669,posture_decision_experiment/p30/S001/movement_head_T029.csv,posture_decision_experiment/p30/S001/movement_right_hand_T029.csv,posture_decision_experiment/p30/S001/movement_left_hand_T029.csv
p30,1,30,2,24,224.7755,225.6186,Baseline,Hit,225.1754,225.3631,Centre,0,0,1.3,Infinity,1.2806,posture_decision_experiment/p30/S001/movement_head_T030.csv,posture_decision_experiment/p30/S001/movement_right_hand_T030.csv,posture_decision_experiment/p30/S001/movement_left_hand_T030.csv
p30,1,31,2,25,228.8755,229.7632,Baseline,Hit,229.2977,229.4854,Centre,0,0,1.5,Infinity,1.2433,posture_decision_experiment/p30/S001/movement_head_T031.csv,posture_decision_experiment/p30/S001/movement_right_hand_T031.csv,posture_decision_experiment/p30/S001/movement_left_hand_T031.csv
p30,1,32,2,26,232.8981,233.8522,Baseline,Hit,233.2203,233.5744,Centre,0,0,1.5,Infinity,1.1188,posture_decision_experiment/p30/S001/movement_head_T032.csv,posture_decision_experiment/p30/S001/movement_right_hand_T032.csv,posture_decision_experiment/p30/S001/movement_left_hand_T032.csv
p30,1,33,2,27,237.5431,238.5524,Baseline,Hit,238.0204,238.3635,Centre,0,0,1.3,Infinity,1.1112,posture_decision_experiment/p30/S001/movement_head_T033.csv,posture_decision_experiment/p30/S001/movement_right_hand_T033.csv,posture_decision_experiment/p30/S001/movement_left_hand_T033.csv
p30,1,34,3,1,252.9091,254.064,Main,Skipped,253.3423,253.9196,Right,1,5,1.5,0.9444885,1.4251,posture_decision_experiment/p30/S001/movement_head_T034.csv,posture_decision_experiment/p30/S001/movement_right_hand_T034.csv,posture_decision_experiment/p30/S001/movement_left_hand_T034.csv
p30,1,35,3,2,257.3647,258.4419,Main,Miss,257.8542,258.2308,Right,1,5,1.3,0.5777893,1.2821,posture_decision_experiment/p30/S001/movement_head_T035.csv,posture_decision_experiment/p30/S001/movement_right_hand_T035.csv,posture_decision_experiment/p30/S001/movement_left_hand_T035.csv
p30,1,36,3,3,261.4426,261.9976,Main,Hit,261.8315,261.8976,Right,6,5,1,0.4111176,0.9844,posture_decision_experiment/p30/S001/movement_head_T036.csv,posture_decision_experiment/p30/S001/movement_right_hand_T036.csv,posture_decision_experiment/p30/S001/movement_left_hand_T036.csv
p30,1,37,3,4,264.9873,265.8311,Main,Hit,265.4095,265.6644,Left,11,5,1.3,0.5777893,0.9691,posture_decision_experiment/p30/S001/movement_head_T037.csv,posture_decision_experiment/p30/S001/movement_right_hand_T037.csv,posture_decision_experiment/p30/S001/movement_left_hand_T037.csv
p30,1,38,3,5,269.0875,270.1868,Main,Hit,269.4984,269.5534,Left,16,5,1.5,0.9444885,1.2431,posture_decision_experiment/p30/S001/movement_head_T038.csv,posture_decision_experiment/p30/S001/movement_right_hand_T038.csv,posture_decision_experiment/p30/S001/movement_left_hand_T038.csv
p30,1,39,3,6,273.4429,274.0202,Main,Hit,273.7984,273.8424,Right,21,5,1.3,0.5777893,1.2432,posture_decision_experiment/p30/S001/movement_head_T039.csv,posture_decision_experiment/p30/S001/movement_right_hand_T039.csv,posture_decision_experiment/p30/S001/movement_left_hand_T039.csv
p30,1,40,3,7,277.1429,277.6315,Main,Hit,277.4876,277.5204,Right,26,5,1,0.4111176,1.1072,posture_decision_experiment/p30/S001/movement_head_T040.csv,posture_decision_experiment/p30/S001/movement_right_hand_T040.csv,posture_decision_experiment/p30/S001/movement_left_hand_T040.csv
p30,1,41,3,8,280.6655,281.2871,Main,Hit,281.01,281.0649,Left,31,5,1.5,0.9444885,1.0196,posture_decision_experiment/p30/S001/movement_head_T041.csv,posture_decision_experiment/p30/S001/movement_right_hand_T041.csv,posture_decision_experiment/p30/S001/movement_left_hand_T041.csv
p30,1,42,3,9,284.077,284.3761,Main,FailTooEarly,,,,31,5,1.3,0.5777893,0.7768,posture_decision_experiment/p30/S001/movement_head_T042.csv,posture_decision_experiment/p30/S001/movement_right_hand_T042.csv,posture_decision_experiment/p30/S001/movement_left_hand_T042.csv
p30,1,43,3,10,287.8653,289.1652,Main,Hit,288.3657,288.8763,Right,36,5,1.5,0.9444885,0.8632,posture_decision_experiment/p30/S001/movement_head_T043.csv,posture_decision_experiment/p30/S001/movement_right_hand_T043.csv,posture_decision_experiment/p30/S001/movement_left_hand_T043.csv
p30,1,44,3,11,292.055,292.4653,Main,FailTooEarly,,,,36,5,1,0.4111176,0.8713,posture_decision_experiment/p30/S001/movement_head_T044.csv,posture_decision_experiment/p30/S001/movement_right_hand_T044.csv,posture_decision_experiment/p30/S001/movement_left_hand_T044.csv
p30,1,45,3,12,295.288,296.3543,Main,Miss,295.7657,296.221,Right,36,5,1.3,0.5777893,0.8059,posture_decision_experiment/p30/S001/movement_head_T045.csv,posture_decision_experiment/p30/S001/movement_right_hand_T045.csv,posture_decision_experiment/p30/S001/movement_left_hand_T045.csv
