time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
410.5938,0.0083,1.2996,0.4042,24.6671,185.1357,12.9966
410.6043,0.0081,1.2996,0.4043,24.5606,185.0955,13.0344
410.6152,0.008,1.2994,0.4044,24.4118,185.0408,13.1313
410.6263,0.0079,1.2993,0.4045,24.2709,184.9983,13.2152
410.6376,0.0078,1.2991,0.4046,24.1634,184.9506,13.2779
410.6485,0.0076,1.2991,0.4047,24.0959,184.8792,13.2494
410.6599,0.0073,1.2993,0.4047,24.1291,184.8192,13.1485
410.6707,0.0071,1.2995,0.4046,24.2556,184.7643,13.0235
410.6822,0.0069,1.2997,0.4045,24.3531,184.7169,12.959
410.6939,0.0067,1.2999,0.4044,24.4096,184.6898,12.9654
410.7039,0.0065,1.2999,0.4045,24.4121,184.6352,12.9928
410.7153,0.0064,1.2999,0.4046,24.3481,184.5648,13.0504
410.726,0.0063,1.3,0.4047,24.2786,184.5356,13.0987
410.7374,0.0063,1.3,0.4048,24.2236,184.5415,13.1318
410.7484,0.0063,1.3002,0.4047,24.2146,184.5464,13.1246
410.7595,0.0061,1.3004,0.4046,24.2623,184.522,13.0836
410.7705,0.0059,1.3005,0.4044,24.3354,184.4189,13.0735
410.7816,0.0056,1.3005,0.4043,24.3689,184.299,13.089
410.7929,0.0054,1.3005,0.4042,24.3665,184.1451,13.096
410.804,0.0052,1.3003,0.4042,24.3242,184.0096,13.0488
410.8151,0.0051,1.3002,0.4042,24.2252,183.8856,12.936
410.8262,0.0051,1.3001,0.4043,24.1096,183.8481,12.8643
410.8371,0.0052,1.3,0.4043,24.0114,183.8694,12.8485
410.8484,0.0053,1.3,0.4043,23.9182,183.9317,12.9269
410.8596,0.0054,1.2999,0.4042,23.877,183.9611,13.033
410.8707,0.0052,1.2997,0.4041,23.8407,183.884,13.1064
410.8816,0.0049,1.2995,0.4041,23.7786,183.7579,13.0794
410.8929,0.0046,1.2991,0.4042,23.6583,183.6193,13.0372
410.9041,0.0042,1.2986,0.4044,23.4166,183.426,13.0331
410.915,0.004,1.298,0.4046,23.149,183.3062,13.1043
