time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
90.7715,-0.004,1.2888,0.3516,45.7319,135.3194,358.6317
90.7824,-0.004,1.289,0.3515,45.7904,135.291,358.5413
90.7937,-0.004,1.2893,0.3515,45.8328,135.2665,358.4608
90.8051,-0.004,1.2895,0.3515,45.8729,135.2609,358.4386
90.8162,-0.0039,1.2897,0.3515,45.9086,135.2838,358.4637
90.8271,-0.0038,1.2899,0.3515,45.9552,135.3162,358.5179
90.8384,-0.0037,1.2902,0.3514,46.0493,135.3453,358.6125
90.8495,-0.0036,1.2904,0.3514,46.1335,135.3948,358.7385
90.8603,-0.0034,1.2906,0.3514,46.2053,135.4568,358.8823
90.8717,-0.0033,1.2908,0.3515,46.2602,135.5152,358.9699
90.8827,-0.0033,1.2909,0.3515,46.2974,135.5376,358.9702
90.8935,-0.0034,1.291,0.3516,46.3281,135.5509,358.9279
90.9047,-0.0034,1.2911,0.3517,46.3361,135.5639,358.8851
90.9159,-0.0034,1.2912,0.3518,46.3612,135.6055,358.8633
90.9271,-0.0034,1.2913,0.3518,46.3918,135.6372,358.8517
90.9385,-0.0034,1.2914,0.3519,46.4188,135.6941,358.8847
90.9493,-0.0034,1.2915,0.352,46.4181,135.7427,358.9422
90.9604,-0.0035,1.2916,0.3522,46.4035,135.8326,359.05
90.9716,-0.0036,1.2917,0.3524,46.3607,135.8961,359.127
90.9826,-0.0036,1.2918,0.3525,46.3581,135.9192,359.1602
90.9939,-0.0036,1.2919,0.3525,46.393,135.9502,359.1934
91.0044,-0.0037,1.2921,0.3525,46.4494,135.9378,359.1851
91.0158,-0.0037,1.2921,0.3525,46.5018,135.8993,359.1431
91.0271,-0.0038,1.2921,0.3524,46.5514,135.8819,359.1079
91.0382,-0.004,1.2921,0.3524,46.5392,135.7925,359.0054
91.0493,-0.0042,1.292,0.3524,46.5342,135.7102,358.9249
91.0604,-0.0043,1.2921,0.3523,46.5477,135.6297,358.8478
91.0715,-0.0044,1.2921,0.3522,46.5883,135.5932,358.7988
91.0828,-0.0044,1.2921,0.3523,46.6272,135.5991,358.7895
91.0936,-0.0044,1.2921,0.3523,46.6478,135.6458,358.8039
91.1051,-0.0045,1.2921,0.3524,46.6351,135.7285,358.862
91.1156,-0.0045,1.2921,0.3525,46.5831,135.8021,358.9435
91.127,-0.0046,1.292,0.3526,46.5363,135.8676,359.0371
91.1381,-0.0046,1.292,0.3527,46.501,135.9115,359.1496
91.149,-0.0047,1.2919,0.3528,46.4888,135.949,359.2455
91.1604,-0.0048,1.2918,0.3529,46.4879,135.9773,359.305
91.1714,-0.0048,1.2917,0.3531,46.4672,136.0427,359.362
91.1828,-0.0049,1.2916,0.3533,46.4045,136.1215,359.3987
91.1937,-0.0051,1.2915,0.3535,46.3166,136.2342,359.4822
91.2049,-0.0053,1.2914,0.3537,46.26,136.3218,359.6053
91.2161,-0.0055,1.2912,0.3539,46.1993,136.4391,359.8216
91.2269,-0.0058,1.2911,0.3539,46.1433,136.5467,0.0372
91.2381,-0.0061,1.2909,0.3539,46.0696,136.6324,0.2688
91.2493,-0.0066,1.2908,0.3538,46.0149,136.6394,0.402
91.2606,-0.0072,1.2907,0.3534,45.9676,136.5266,0.4318
91.2714,-0.0079,1.2908,0.3528,45.9766,136.2164,0.2682
91.2826,-0.0085,1.291,0.3521,46.036,135.8405,0.0389
91.2938,-0.009,1.2913,0.3512,46.172,135.3549,359.6987
91.305,-0.01,1.2913,0.3505,46.2381,134.8393,359.4931
91.3163,-0.0104,1.2916,0.3496,46.3679,134.3825,359.1833
91.3274,-0.011,1.2917,0.3492,46.4452,134.0446,359.0612
91.3385,-0.0114,1.292,0.3486,46.5823,133.8187,358.9485
91.3494,-0.0116,1.2921,0.3484,46.6609,133.8081,358.9359
91.3606,-0.0118,1.2921,0.3483,46.664,133.8722,358.9721
91.372,-0.0122,1.2921,0.3481,46.6132,133.9305,359.0509
91.3829,-0.0124,1.2921,0.3479,46.5728,133.9651,359.1339
91.3941,-0.0127,1.2921,0.3477,46.529,133.9138,359.266
91.4054,-0.0129,1.2921,0.3475,46.5249,133.8326,359.3665
91.4161,-0.0132,1.2922,0.3473,46.5321,133.7012,359.4406
91.4272,-0.0133,1.2923,0.3471,46.5501,133.6097,359.4355
91.4385,-0.0134,1.2924,0.3471,46.6001,133.5595,359.3679
91.4495,-0.0134,1.2926,0.347,46.6848,133.5789,359.2918
91.4607,-0.0134,1.2928,0.3471,46.756,133.6659,359.2678
91.4719,-0.0133,1.2929,0.3472,46.8226,133.8045,359.2861
91.4831,-0.0133,1.2929,0.3475,46.8384,133.9533,359.3636
91.4938,-0.0132,1.293,0.3479,46.8189,134.1713,359.557
91.505,-0.0131,1.2929,0.3483,46.7836,134.3757,359.7805
91.5162,-0.0131,1.2929,0.3487,46.7208,134.5784,0.0255
91.5273,-0.0131,1.2929,0.3491,46.6657,134.7164,0.1836
91.5382,-0.0131,1.2929,0.3494,46.6119,134.7983,0.2617
91.5493,-0.013,1.293,0.3495,46.612,134.8338,0.2689
91.5604,-0.0129,1.2931,0.3497,46.6772,134.882,0.2638
91.5714,-0.0128,1.2932,0.3498,46.7551,134.9464,0.2447
91.5827,-0.0127,1.2933,0.35,46.7963,135.0041,0.2104
91.594,-0.0127,1.2934,0.3501,46.7962,135.0453,0.1426
91.6048,-0.0127,1.2935,0.3502,46.7864,135.0517,0.0865
91.6158,-0.0126,1.2936,0.3503,46.7844,135.0385,0.0399
91.6272,-0.0126,1.2936,0.3504,46.7956,135.0254,0.041
91.6381,-0.0124,1.2936,0.3507,46.8004,135.0502,0.0628
91.6494,-0.0123,1.2936,0.3509,46.795,135.1007,0.093
91.6605,-0.012,1.2937,0.3512,46.7966,135.2169,0.1322
91.6715,-0.0117,1.2938,0.3517,46.8069,135.3633,0.1926
91.6827,-0.0112,1.294,0.3523,46.8388,135.6089,0.3422
91.6937,-0.0103,1.2945,0.3534,46.8895,136.1346,0.7107
91.7047,-0.0093,1.295,0.355,46.8667,136.9034,1.2932
91.7162,-0.0074,1.2959,0.358,46.6496,138.4615,2.4997
91.727,-0.0055,1.2965,0.3613,46.295,140.2391,3.9036
91.7383,-0.003,1.2975,0.3657,45.7198,142.3831,5.653
91.7495,-0.0011,1.2987,0.3695,45.2822,143.7667,6.7292
91.7605,0.0002,1.3007,0.3737,45.062,144.3412,7.0027
91.7713,0.0012,1.3035,0.3788,45.0409,144.2458,6.5345
91.7827,0.0017,1.3066,0.3838,45.1251,143.8924,5.7176
91.7939,0.0025,1.3113,0.3913,45.4203,143.4268,4.4605
91.805,0.0033,1.3155,0.3993,45.7386,143.2136,3.3812
91.816,0.0046,1.3211,0.4119,45.835,143.827,2.5769
91.827,0.0048,1.326,0.4249,45.155,144.788,2.4711
91.8383,0.0054,1.3328,0.4417,43.842,146.5912,3.1913
91.8494,0.0057,1.3396,0.4572,42.8578,147.9952,3.9559
91.8601,0.0061,1.3486,0.4766,41.9964,149.3028,4.9755
91.8713,0.0055,1.3582,0.4981,40.9028,150.2572,5.9807
91.8829,0.0042,1.3662,0.517,39.6659,150.6868,6.3275
91.8939,0.0019,1.3768,0.5418,37.8773,151.2782,6.1675
91.9051,-0.0003,1.3863,0.5633,36.4123,151.9118,5.822
91.916,-0.0036,1.3982,0.5892,34.7388,152.5647,5.4309
91.9271,-0.0066,1.409,0.6118,33.3072,153.2874,5.7571
91.9385,-0.01,1.4218,0.639,31.9348,154.1646,7.0499
91.9498,-0.0127,1.4342,0.6666,30.9472,155.0954,8.7227
91.9605,-0.0148,1.4448,0.6913,29.9618,156.0861,10.0125
91.9715,-0.0166,1.4548,0.7158,28.9396,157.3032,10.915
91.9826,-0.0181,1.4658,0.7453,27.8953,159.2117,11.381
91.9935,-0.0189,1.4758,0.7746,27.1823,161.4717,11.1297
